results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime
0.70072514,"and we'll start now so it isn't their third 338,000 Koreans now aged 25 to 34 is now unemployed so I think that the increased number of refugees that came to Korea will",0.91283858,0.5,0.3,and,29,en-us,21.157869
0.70072514,,0.55424887,0.9,0.5,we'll,29,en-us,21.157869
0.70072514,,0.72843915,1.6,0.9,start,29,en-us,21.157869
0.70072514,,0.71178502,2.3,1.8,now,29,en-us,21.157869
0.70072514,,0.57489032,3.6,3.0,so,29,en-us,21.157869
0.70072514,,0.91283858,4.1,3.9,it,29,en-us,21.157869
0.70072514,,0.75018746,4.5,4.1,isn't,29,en-us,21.157869
0.70072514,,0.71321779,5.0,4.5,their,29,en-us,21.157869
0.70072514,,0.68801504,5.9,5.6,third,29,en-us,21.157869
0.70072514,,0.91283858,8.3,6.4,"338,000",29,en-us,21.157869
0.70072514,,0.74871266,8.9,8.3,Koreans,29,en-us,21.157869
0.70072514,,0.58702147,9.3,8.9,now,29,en-us,21.157869
0.70072514,,0.60946411,9.8,9.3,aged,29,en-us,21.157869
0.70072514,,0.67513019,10.9,10.0,25,29,en-us,21.157869
0.70072514,,0.50716352,11.2,10.9,to,29,en-us,21.157869
0.70072514,,0.71122235,12.0,11.2,34,29,en-us,21.157869
0.70072514,,0.91283858,12.2,12.0,is,29,en-us,21.157869
0.70072514,,0.60946423,12.6,12.2,now,29,en-us,21.157869
0.70072514,,0.55180836,13.7,12.9,unemployed,29,en-us,21.157869
0.70072514,,0.7487126,14.2,14.0,so,29,en-us,21.157869
0.70072514,,0.55961287,14.3,14.2,I,29,en-us,21.157869
0.70072514,,0.70081228,14.7,14.3,think,29,en-us,21.157869
0.70072514,,0.66221297,15.2,14.7,that,29,en-us,21.157869
0.70072514,,0.60946417,16.0,15.5,the,29,en-us,21.157869
0.70072514,,0.91283858,16.4,16.1,increased,29,en-us,21.157869
0.70072514,,0.71634585,16.8,16.4,number,29,en-us,21.157869
0.70072514,,0.463828,17.2,16.8,of,29,en-us,21.157869
0.70072514,,0.91283858,18.2,17.6,refugees,29,en-us,21.157869
0.70072514,,0.4758389,18.6,18.2,that,29,en-us,21.157869
0.70072514,,0.68091595,18.9,18.6,came,29,en-us,21.157869
0.70072514,,0.91283858,19.1,18.9,to,29,en-us,21.157869
0.70072514,,0.67207772,19.7,19.1,Korea,29,en-us,21.157869
0.70072514,,0.72346878,20.5,20.0,will,29,en-us,21.157869
0.66403157,"and we'll start now so it isn't that certain 338,000 Korean now aged 25 to 34 is now unemployed so I think that the increased number of refugees that came to Korea will",0.91283858,0.5,0.3,and,29,en-us,21.268118
0.66403157,,0.87828356,0.9,0.5,we'll,29,en-us,21.268118
0.66403157,,0.87828386,1.6,0.9,start,29,en-us,21.268118
0.66403157,,0.91283858,2.3,1.8,now,29,en-us,21.268118
0.66403157,,0.91283858,3.6,3.1,so,29,en-us,21.268118
0.66403157,,0.65185171,4.0,3.9,it,29,en-us,21.268118
0.66403157,,0.63757515,4.5,4.0,isn't,29,en-us,21.268118
0.66403157,,0.64555752,5.1,4.5,that,29,en-us,21.268118
0.66403157,,0.34871459,6.0,5.6,certain,29,en-us,21.268118
0.66403157,,0.91283858,8.3,6.4,"338,000",29,en-us,21.268118
0.66403157,,0.75073218,8.9,8.3,Korean,29,en-us,21.268118
0.66403157,,0.46063423,9.3,8.9,now,29,en-us,21.268118
0.66403157,,0.50542378,9.8,9.3,aged,29,en-us,21.268118
0.66403157,,0.6026665,10.9,10.0,25,29,en-us,21.268118
0.66403157,,0.36676249,11.2,10.9,to,29,en-us,21.268118
0.66403157,,0.68407071,12.0,11.2,34,29,en-us,21.268118
0.66403157,,0.91283858,12.2,12.0,is,29,en-us,21.268118
0.66403157,,0.44688442,12.6,12.2,now,29,en-us,21.268118
0.66403157,,0.42993033,13.8,12.9,unemployed,29,en-us,21.268118
0.66403157,,0.72667569,14.2,14.0,so,29,en-us,21.268118
0.66403157,,0.44688442,14.4,14.2,I,29,en-us,21.268118
0.66403157,,0.63970298,14.7,14.4,think,29,en-us,21.268118
0.66403157,,0.63970298,15.2,14.7,that,29,en-us,21.268118
0.66403157,,0.50216061,16.0,15.6,the,29,en-us,21.268118
0.66403157,,0.91283858,16.5,16.0,increased,29,en-us,21.268118
0.66403157,,0.69416058,16.8,16.5,number,29,en-us,21.268118
0.66403157,,0.35712409,17.3,16.8,of,29,en-us,21.268118
0.66403157,,0.91283858,18.2,17.6,refugees,29,en-us,21.268118
0.66403157,,0.35049289,18.6,18.2,that,29,en-us,21.268118
0.66403157,,0.61788416,18.9,18.6,came,29,en-us,21.268118
0.66403157,,0.91283858,19.1,18.9,to,29,en-us,21.268118
0.66403157,,0.63970292,19.7,19.1,Korea,29,en-us,21.268118
0.66403157,,0.70847303,20.5,19.9,will,29,en-us,21.268118
0.86880279, will affect more the unemployment of Korean than it is now so it is already hard for Koreans to find jobs but now the refugee will make the employment of foreign harder,0.91283858,22.5,22.2,will,29,en-us,38.627393
0.86880279,,0.91283858,23.1,22.5,affect,29,en-us,38.627393
0.86880279,,0.91283858,23.4,23.1,more,29,en-us,38.627393
0.86880279,,0.91283858,23.6,23.4,the,29,en-us,38.627393
0.86880279,,0.91283858,24.3,23.6,unemployment,29,en-us,38.627393
0.86880279,,0.91283858,24.4,24.3,of,29,en-us,38.627393
0.86880279,,0.91283858,25.0,24.4,Korean,29,en-us,38.627393
0.86880279,,0.91283858,27.2,26.6,than,29,en-us,38.627393
0.86880279,,0.91283858,27.3,27.2,it,29,en-us,38.627393
0.86880279,,0.91283858,27.5,27.3,is,29,en-us,38.627393
0.86880279,,0.91283858,27.9,27.5,now,29,en-us,38.627393
0.86880279,,0.91283858,28.3,28.0,so,29,en-us,38.627393
0.86880279,,0.91283858,28.6,28.4,it,29,en-us,38.627393
0.86880279,,0.91283858,28.8,28.6,is,29,en-us,38.627393
0.86880279,,0.91283858,29.1,28.8,already,29,en-us,38.627393
0.86880279,,0.91283858,29.5,29.1,hard,29,en-us,38.627393
0.86880279,,0.91283858,29.7,29.5,for,29,en-us,38.627393
0.86880279,,0.91283858,30.2,29.7,Koreans,29,en-us,38.627393
0.86880279,,0.91283858,30.3,30.2,to,29,en-us,38.627393
0.86880279,,0.91283858,30.6,30.3,find,29,en-us,38.627393
0.86880279,,0.91283858,31.1,30.6,jobs,29,en-us,38.627393
0.86880279,,0.91283858,32.6,32.3,but,29,en-us,38.627393
0.86880279,,0.91283858,32.9,32.6,now,29,en-us,38.627393
0.86880279,,0.91283858,33.0,32.9,the,29,en-us,38.627393
0.86880279,,0.91283858,34.0,33.0,refugee,29,en-us,38.627393
0.86880279,,0.91283858,34.7,34.1,will,29,en-us,38.627393
0.86880279,,0.74181437,35.1,34.7,make,29,en-us,38.627393
0.86880279,,0.69609761,35.7,35.1,the,29,en-us,38.627393
0.86880279,,0.91283858,37.1,36.3,employment,29,en-us,38.627393
0.86880279,,0.63011956,37.3,37.1,of,29,en-us,38.627393
0.86880279,,0.36198086,37.7,37.3,foreign,29,en-us,38.627393
0.86880279,,0.72503835,38.2,37.7,harder,29,en-us,38.627393
0.89386016, will affect more the unemployment of Koreans then it is now so it is already hard for Koreans to find jobs but now the refugee will make the employment of work harder,0.91283858,22.5,22.2,will,29,en-us,39.699819
0.89386016,,0.91283858,23.1,22.5,affect,29,en-us,39.699819
0.89386016,,0.91283858,23.4,23.1,more,29,en-us,39.699819
0.89386016,,0.91283858,23.6,23.4,the,29,en-us,39.699819
0.89386016,,0.91283858,24.3,23.6,unemployment,29,en-us,39.699819
0.89386016,,0.91283858,24.4,24.3,of,29,en-us,39.699819
0.89386016,,0.78669226,25.1,24.4,Koreans,29,en-us,39.699819
0.89386016,,0.91283858,27.2,26.6,then,29,en-us,39.699819
0.89386016,,0.91283858,27.3,27.2,it,29,en-us,39.699819
0.89386016,,0.91283858,27.5,27.3,is,29,en-us,39.699819
0.89386016,,0.880005,27.9,27.5,now,29,en-us,39.699819
0.89386016,,0.90262824,28.3,28.0,so,29,en-us,39.699819
0.89386016,,0.91283858,28.6,28.4,it,29,en-us,39.699819
0.89386016,,0.91283858,28.7,28.6,is,29,en-us,39.699819
0.89386016,,0.88547719,29.1,28.7,already,29,en-us,39.699819
0.89386016,,0.91283858,29.5,29.1,hard,29,en-us,39.699819
0.89386016,,0.91283858,29.7,29.5,for,29,en-us,39.699819
0.89386016,,0.91283858,30.2,29.7,Koreans,29,en-us,39.699819
0.89386016,,0.91283858,30.3,30.2,to,29,en-us,39.699819
0.89386016,,0.91283858,30.6,30.3,find,29,en-us,39.699819
0.89386016,,0.91283858,31.1,30.6,jobs,29,en-us,39.699819
0.89386016,,0.89990294,32.6,32.3,but,29,en-us,39.699819
0.89386016,,0.91283858,32.9,32.6,now,29,en-us,39.699819
0.89386016,,0.91283858,33.0,32.9,the,29,en-us,39.699819
0.89386016,,0.91283858,34.0,33.0,refugee,29,en-us,39.699819
0.89386016,,0.91283858,34.6,34.1,will,29,en-us,39.699819
0.89386016,,0.91283858,35.1,34.7,make,29,en-us,39.699819
0.89386016,,0.85530478,35.6,35.1,the,29,en-us,39.699819
0.89386016,,0.91283858,37.1,36.2,employment,29,en-us,39.699819
0.89386016,,0.78669161,37.3,37.1,of,29,en-us,39.699819
0.89386016,,0.72653419,37.7,37.3,work,29,en-us,39.699819
0.89386016,,0.88500786,38.2,37.7,harder,29,en-us,39.699819
0.91283864, but I think they can reconsider their decision because nowadays because of the war the infinite number of refugees increase like,0.91283858,110.8,110.5,but,29,en-us,125.203267
0.91283864,,0.91283858,111.0,110.8,I,29,en-us,125.203267
0.91283864,,0.91283858,111.4,111.0,think,29,en-us,125.203267
0.91283864,,0.91283858,111.7,111.4,they,29,en-us,125.203267
0.91283864,,0.91283858,112.1,111.7,can,29,en-us,125.203267
0.91283864,,0.91283858,112.9,112.1,reconsider,29,en-us,125.203267
0.91283864,,0.91283858,113.5,112.9,their,29,en-us,125.203267
0.91283864,,0.91283858,114.6,113.8,decision,29,en-us,125.203267
0.91283864,,0.91283858,115.8,115.0,because,29,en-us,125.203267
0.91283864,,0.91283858,117.4,116.6,nowadays,29,en-us,125.203267
0.91283864,,0.91283858,117.8,117.4,because,29,en-us,125.203267
0.91283864,,0.91283858,117.9,117.8,of,29,en-us,125.203267
0.91283864,,0.91283858,118.0,117.9,the,29,en-us,125.203267
0.91283864,,0.91283858,118.6,118.0,war,29,en-us,125.203267
0.91283864,,0.91283858,118.9,118.8,the,29,en-us,125.203267
0.91283864,,0.91283858,119.4,118.9,infinite,29,en-us,125.203267
0.91283864,,0.91283858,119.8,119.4,number,29,en-us,125.203267
0.91283864,,0.91283858,119.9,119.8,of,29,en-us,125.203267
0.91283864,,0.91283858,120.4,119.9,refugees,29,en-us,125.203267
0.91283864,,0.91283858,121.3,120.4,increase,29,en-us,125.203267
0.91283864,,0.91283858,122.4,121.9,like,29,en-us,125.203267
0.88575429, I agree but I think they can reconsider their decision because nowadays because of the war a number of refugees in Trace like,0.91283858,106.6,106.5,I,29,en-us,125.273426
0.88575429,,0.91283858,107.4,107.0,agree,29,en-us,125.273426
0.88575429,,0.91283858,110.8,110.5,but,29,en-us,125.273426
0.88575429,,0.91283858,111.0,110.8,I,29,en-us,125.273426
0.88575429,,0.91283858,111.4,111.0,think,29,en-us,125.273426
0.88575429,,0.91283858,111.6,111.4,they,29,en-us,125.273426
0.88575429,,0.91283858,112.1,111.6,can,29,en-us,125.273426
0.88575429,,0.91283858,112.9,112.1,reconsider,29,en-us,125.273426
0.88575429,,0.91283858,113.5,112.9,their,29,en-us,125.273426
0.88575429,,0.91283858,114.5,113.8,decision,29,en-us,125.273426
0.88575429,,0.91283858,115.7,115.0,because,29,en-us,125.273426
0.88575429,,0.91283858,117.4,116.6,nowadays,29,en-us,125.273426
0.88575429,,0.91283858,117.8,117.5,because,29,en-us,125.273426
0.88575429,,0.91283858,117.9,117.8,of,29,en-us,125.273426
0.88575429,,0.91283858,118.1,117.9,the,29,en-us,125.273426
0.88575429,,0.91283858,118.6,118.1,war,29,en-us,125.273426
0.88575429,,0.91283858,119.4,119.0,a,29,en-us,125.273426
0.88575429,,0.91283858,119.8,119.4,number,29,en-us,125.273426
0.88575429,,0.91283858,119.9,119.8,of,29,en-us,125.273426
0.88575429,,0.91283858,120.5,119.9,refugees,29,en-us,125.273426
0.88575429,,0.72581273,120.6,120.5,in,29,en-us,125.273426
0.88575429,,0.66265535,121.3,120.6,Trace,29,en-us,125.273426
0.88575429,,0.727108,122.3,121.9,like,29,en-us,125.273426
0.78576803, 552 that came to Jeju Island for the I saw Asylum so I think the government should reconsider their decision to accept because they have to think about the Korean first I think so that the they can make the country more,0.91141599,128.1,126.2,552,29,en-us,153.908211
0.78576803,,0.66544676,129.0,128.5,that,29,en-us,153.908211
0.78576803,,0.91283858,129.4,129.0,came,29,en-us,153.908211
0.78576803,,0.91283858,129.6,129.4,to,29,en-us,153.908211
0.78576803,,0.85105896,129.9,129.6,Jeju,29,en-us,153.908211
0.78576803,,0.70034403,130.3,129.9,Island,29,en-us,153.908211
0.78576803,,0.72122991,130.5,130.3,for,29,en-us,153.908211
0.78576803,,0.69880211,131.0,130.5,the,29,en-us,153.908211
0.78576803,,0.66544688,131.1,131.0,I,29,en-us,153.908211
0.78576803,,0.72556442,131.5,131.1,saw,29,en-us,153.908211
0.78576803,,0.91283858,132.3,131.6,Asylum,29,en-us,153.908211
0.78576803,,0.72050345,133.8,133.0,so,29,en-us,153.908211
0.78576803,,0.7390933,134.9,134.8,I,29,en-us,153.908211
0.78576803,,0.83566564,135.2,134.9,think,29,en-us,153.908211
0.78576803,,0.91283858,135.3,135.2,the,29,en-us,153.908211
0.78576803,,0.76051491,135.9,135.3,government,29,en-us,153.908211
0.78576803,,0.70949966,136.2,135.9,should,29,en-us,153.908211
0.78576803,,0.72677058,137.0,136.2,reconsider,29,en-us,153.908211
0.78576803,,0.76051491,137.5,137.0,their,29,en-us,153.908211
0.78576803,,0.69744927,138.2,137.7,decision,29,en-us,153.908211
0.78576803,,0.91283858,138.3,138.2,to,29,en-us,153.908211
0.78576803,,0.72004056,138.9,138.3,accept,29,en-us,153.908211
0.78576803,,0.73470962,139.6,139.2,because,29,en-us,153.908211
0.78576803,,0.78678596,139.8,139.6,they,29,en-us,153.908211
0.78576803,,0.7390933,140.4,139.8,have,29,en-us,153.908211
0.78576803,,0.71948445,141.0,140.4,to,29,en-us,153.908211
0.78576803,,0.8800391,143.6,143.4,think,29,en-us,153.908211
0.78576803,,0.70660442,144.3,143.6,about,29,en-us,153.908211
0.78576803,,0.91283858,145.0,144.9,the,29,en-us,153.908211
0.78576803,,0.91283858,145.4,145.0,Korean,29,en-us,153.908211
0.78576803,,0.87239736,145.8,145.4,first,29,en-us,153.908211
0.78576803,,0.78678638,145.9,145.8,I,29,en-us,153.908211
0.78576803,,0.72177404,146.4,145.9,think,29,en-us,153.908211
0.78576803,,0.89161301,146.9,146.7,so,29,en-us,153.908211
0.78576803,,0.7021175,147.3,146.9,that,29,en-us,153.908211
0.78576803,,0.6962527,147.8,147.3,the,29,en-us,153.908211
0.78576803,,0.76786697,148.1,147.9,they,29,en-us,153.908211
0.78576803,,0.76582861,148.6,148.1,can,29,en-us,153.908211
0.78576803,,0.9110043,149.8,149.4,make,29,en-us,153.908211
0.78576803,,0.72556442,150.1,149.8,the,29,en-us,153.908211
0.78576803,,0.91283858,151.4,150.9,country,29,en-us,153.908211
