seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
10,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
15,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
20,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
25,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
30,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
35,4,3,2,2,1,4,1,,x,,,,,,,,,,,,,x
40,4,4,3,2,1,3,1,,,,x,,,,,,,,,,,x
45,4,4,3,2,1,3,1,,,,x,,,,,,,,,,,x
50,4,4,3,2,1,3,1,,,,x,,,,,,,,,,,x
55,4,3,3,2,1,3,1,,,,x,,,,,,,,,,,x
60,4,3,3,2,1,3,1,,,,x,,,,,,,,,,,x
65,4,3,2,2,1,4,1,,x,,,,,,,,,,,,,x
70,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
75,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
80,4,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
85,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
90,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
95,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
100,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
105,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
110,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
115,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
120,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
125,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
130,4,3,2,2,1,4,1,,,,x,,,,,,,,,,,x
135,4,3,2,2,1,4,1,,,,x,,,,x,,,,,,,
140,4,3,2,2,1,4,1,,,,x,,,,x,,,,,,,
145,4,3,2,2,1,4,1,,,,x,,,,x,,,,,,,
150,2,3,3,3,1,2,1,,,,,,,x,,,,,,,,x
155,2,3,2,2,1,2,1,,,,,,,x,,,,,,,,x
160,2,3,2,2,1,2,1,,,,,,,x,,,,,,,,x
165,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
170,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
175,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
180,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
185,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
190,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
195,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
200,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
205,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
210,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
215,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
220,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
225,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
230,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
235,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
240,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
245,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
250,4,4,3,2,1,2,1,,,,,,,x,,,,,,,,x
255,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
260,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
265,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
270,4,4,3,2,1,3,1,,,,x,,,,,,,,,,,x
275,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
280,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
285,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
290,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
295,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
300,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
305,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
310,4,4,3,2,1,3,1,,x,,,,,,,,,,,,,x
315,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
320,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
325,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
330,4,4,3,2,1,3,1,,x,,,,,,,,,,,,,x
335,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
340,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
345,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
350,4,4,3,2,1,2,1,,,,x,,,,,,,,,,,x
355,4,4,2,2,1,3,1,,,,x,,,,,,,,,,,x
360,4,3,3,2,1,3,1,,,,x,,,,x,,,,,,,
365,4,3,3,2,1,3,1,,,,x,,,,x,,,,,,,
370,4,3,3,1,1,3,1,,,,,x,,,x,,,,,,,
375,3,3,2,1,2,2,2,,,,,,,x,,,,,,,,x
380,3,3,2,1,2,2,2,,,,,,,x,,,,,,,,x
385,3,3,2,1,1,2,1,,,,,,,x,,,,,,,,x
390,3,3,2,1,1,2,1,,,,,,,x,,,,,,,,x
395,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
400,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
405,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
410,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
415,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
420,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
425,3,4,2,1,1,2,1,,,,x,,,,,,,,,,,x
430,3,4,2,1,1,2,1,,,,x,,,,,,,,,,,x
435,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
440,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
445,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
450,3,3,2,1,1,2,1,,,,x,,,,,,,,,,,x
455,3,4,2,1,1,2,1,,,,x,,,,,,,,,,,x
460,3,4,2,1,1,2,1,,,,x,,,,,,,,,,,x
465,3,2,2,1,1,2,1,,,,x,,,,,,,,,,,x
470,3,2,1,1,1,2,1,,x,,,,,,x,,,,,,,
475,3,3,1,1,1,4,1,,x,,,,,,x,,,,,,,
480,3,3,2,1,1,4,1,,x,,,,,,x,,,,,,,
485,3,3,2,1,1,3,1,,,,,,,x,,,,,,,,x
490,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
495,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
500,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
505,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
510,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
515,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
520,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
525,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
530,3,3,2,1,1,4,1,,x,,,,,,,,,,,,,x
535,3,3,2,1,1,4,1,,x,,,,,,,,,,,,,x
540,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
545,3,3,2,1,1,3,1,,,,x,,,,,,,,,,,x
550,4,4,2,1,1,3,1,,,,x,,,,,,,,,,,x
555,4,4,2,2,1,3,1,,,,x,,,,,,,,,,,x
560,4,4,3,2,1,3,1,,,,x,,,,,,,,,,,x
565,4,4,3,2,1,3,1,,,,x,,,,,,,,,,,x
570,4,4,3,2,1,3,1,,,,x,,,,,,,,,,,x
575,4,4,3,2,1,3,1,,,,x,,,,,,,,,,,x
580,3,3,2,2,1,2,1,,,,,,,x,,,,,,,,x
585,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
590,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
595,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
600,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
605,3,4,2,2,1,2,1,,,,x,,,,,,,,,,,x
610,3,4,2,2,1,2,1,,,,x,,,,,,,,,,,x
615,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
620,3,4,2,2,1,2,1,,,,x,,,,,,,,,,,x
625,3,4,2,2,1,2,1,,,,x,,,,,,,,,,,x
630,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
635,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
640,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
645,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
650,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
655,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
660,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
665,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
670,3,3,2,2,1,2,1,,,,x,,,,,,,,,,,x
675,3,2,2,2,1,2,1,,,,x,,,,,,,,,,,x
680,3,3,2,3,1,2,1,,,,,,,x,,,,,,,,x
685,3,3,2,3,1,2,1,,,,,,,x,,,,,,,,x
690,3,3,2,2,1,3,1,,x,,,,,,,,,,,,,x
695,3,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
700,4,4,3,3,1,3,1,,,,x,,,,,,,,,,,x
705,4,3,3,3,1,3,1,,,,x,,,,,,,,,,,x
710,4,3,3,3,1,3,1,,,,x,,,,,,,,,,,x
715,4,3,3,3,1,3,1,,,,x,,,,,,,,,,,x
720,4,3,3,3,1,3,1,,,,x,,,,,,,,,,,x
725,4,3,3,3,1,3,1,,,,x,,,,,,,,,,,x
730,4,3,3,3,1,3,1,,,,x,,,,,,,,,,,x
735,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
740,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
745,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
750,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
755,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
760,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
765,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
770,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
775,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
780,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
785,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
790,4,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
795,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
800,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
805,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
810,2,3,2,3,1,1,1,,,,x,,,,,,,,,,,x
815,2,3,2,3,1,1,1,x,,,,,,,,,,,,,,x
820,2,3,2,3,1,1,1,x,,,,,,,,,,,,,,x
825,2,3,2,3,1,1,1,x,,,,,,,,,,,,,,x
830,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
835,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
840,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
845,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
850,2,4,2,3,1,1,1,,,,,,,x,,,,,,,,x
855,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
860,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
865,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
870,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
875,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
880,2,4,2,3,1,1,1,,,,,,,x,,,,,,,,x
885,2,3,2,3,1,1,1,,,,,,,x,,,,,,,,x
890,2,3,2,4,1,1,1,,,x,,,,,,,,,,,,x
895,2,3,2,4,1,2,1,,,,,,,x,,,,,,,,x
900,2,3,2,4,1,2,1,,,,,,,x,,,,,,,,x
