timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1548137663224,6091,5039,3652,10084,1420,2080,8380,6369,1,3
1548137664240,22100,7475,5265,16770,3716,4253,19088,18439,1,3
1548137665289,1599,3683,3688,2140,2779,1584,9949,22499,1,3
1548137666209,8528,3674,5780,4970,6070,3379,39850,13535,1,3
1548137667226,9468,27885,10146,15309,5043,5965,8959,20515,1,3
1548137668193,2903,10307,19809,15064,2370,2913,154872,58211,1,3
1548137669199,170,3013,874,2337,310,210,61260,14360,1,3
1548137670214,6322,11406,6223,3347,5491,3219,2374,11288,1,3
1548137671188,3353,6451,6099,3466,2387,2214,5536,6034,1,3
1548137672193,6247,1446,2765,7329,1672,915,6817,12250,1,3
1548137673316,5332,7298,9179,1000,2281,2863,4927,3690,1,3
1548137674182,5041,929,4642,2187,1371,2405,4772,7744,1,3
1548137675164,7790,10345,4661,2570,6484,4850,13943,13028,1,3
1548137676168,9568,2161,8963,3634,3700,3572,16932,27971,1,3
1548137677170,11940,11888,6722,7667,5110,3226,18007,13094,1,3
1548137678153,3828,2767,3283,4056,3101,2157,25078,16370,1,3
1548137679158,6844,6088,5727,9420,7092,5978,34077,50407,1,3
1548137680152,9883,1013,3919,3634,2510,1346,7124,22557,1,3
1548137681284,4942,2400,8123,10023,4671,2519,7559,10627,1,3
1548137682126,13376,4968,4653,1032,2354,1580,5653,8678,1,3
1548137683137,5538,2859,4293,10811,1606,1870,5405,8162,1,3
1548137684138,1404,20151,3653,3942,1100,1484,3047,6768,1,3
1548137685122,4354,3790,4761,4254,620,2638,2251,3830,1,3
1548137686123,3757,7613,4364,4326,2397,3064,9766,13885,1,3
1548137687126,8799,15332,3762,9920,1278,3389,4206,30512,1,3
1548137688108,786,14498,4344,9246,1163,2906,8761,5622,1,3
1548137689092,3781,1511,2933,5858,1366,6191,16792,7170,1,3
1548137690101,3146,3220,4216,1109,3251,2549,7846,9691,1,3
1548137691082,4000,4412,5227,2041,2406,2786,650,14099,1,3
1548137692088,3684,13341,3773,2200,3003,1646,3106,5377,1,3
1548137693086,14934,6602,5731,4138,2748,2233,364217,28070,1,3
1548137694102,3095,1762,7024,3940,2071,2191,5660,13746,1,3
1548137695086,6595,12875,5344,1560,3205,3073,4700,11159,1,3
1548137696068,2409,15739,2411,3658,2938,3647,3286,17329,1,3
1548137697069,2761,7488,5774,4567,2447,1319,3645,12871,1,3
1548137698049,13019,2949,4236,3336,1677,1698,2751,6980,1,3
1548137699076,6857,9292,4195,1374,2464,4226,1511,8957,1,3
1548137700058,1721,3635,2796,2386,2451,1902,3386,4566,1,3
1548137701037,6928,5843,5172,4601,1762,3036,9584,6253,1,3
1548137702094,2046,2539,3792,5428,874,2063,20418,11398,1,3
1548137703024,5003,7461,3720,9217,888,1576,7327,8450,1,3
1548137704040,10003,17889,8930,5434,2006,3840,19036,20653,1,3
1548137705004,5673,6188,4106,4581,3240,3831,22779,16184,1,3
1548137706025,1434,6887,2752,3883,1775,2606,5304,9105,1,3
1548137707013,6311,19380,7402,6941,3842,2987,2315,15905,1,3
1548137707994,4391,3270,3584,7670,1138,2186,9224,12961,1,3
1548137709011,6945,2949,3561,10761,1864,1701,7566,10594,1,3
1548137710086,5733,5124,11329,4343,5137,7094,3566,19669,1,3
1548137710996,12324,12949,6534,11945,1143,1371,49309,13228,1,3
1548137711979,8193,10994,2327,4487,719,523,235831,25794,1,3
1548137712996,33769,29308,5401,5345,3835,1576,1163229,211037,1,3
1548137713985,3621,4537,3306,4474,2260,2150,2643,12375,1,3
1548137714972,2615,10455,4345,10060,4532,2839,4353,7263,1,3
1548137715981,2920,20934,5216,3027,1375,2888,5809,3337,1,3
1548137716948,5781,20867,2619,11173,1912,2322,6642,10067,1,3
1548137718111,32277,38170,16332,6431,2546,2582,17085,11481,1,3
1548137718952,9142,8692,3403,7121,3465,2355,21584,8814,1,3
1548137719934,6806,7705,3220,2950,1015,3741,16527,8779,1,3
1548137720939,9031,4886,3806,5180,3407,3080,27761,9246,1,3
1548137721919,15841,4451,2640,5936,2058,2146,8512,5508,1,3
1548137722938,7680,9443,6465,5090,815,1822,28272,37457,1,3
1548137723924,4758,9532,4206,5889,1584,2475,4337,13527,1,3
1548137724929,5758,9896,3524,4590,2088,3915,4177,9156,1,3
1548137725963,7540,3271,8595,5439,4323,1202,6345,10220,1,3
1548137726909,25983,5618,2319,12918,1505,1720,58084,35648,1,3
1548137727890,1698,6207,946,2780,548,429,172152,26507,1,3
1548137728910,11734,14230,1441,5775,945,818,205926,28836,1,3
1548137729910,660,5267,2352,7028,1218,524,89194,48437,1,3
1548137730920,42250,22432,8539,11839,3686,2408,14270,34743,1,3
1548137731895,26227,26927,8054,5609,3434,2570,9707,19115,1,3
1548137732893,4751,4152,8129,13663,11078,14046,7206,8149,1,3
1548137733862,6106,999,11459,2415,6996,3967,8347,51528,1,3
1548137734866,17821,11418,16064,1772,3284,2179,8440,7763,1,3
1548137735861,289,5414,7574,3997,3184,3549,6347,7053,1,3
1548137736864,9523,15312,12727,5886,1432,4778,2814,19818,1,3
1548137737851,6318,2797,6807,3028,2624,3154,57453,31518,1,3
1548137738898,10194,4209,2197,4489,766,1608,175349,30743,1,3
1548137739834,328,3613,648,1220,268,415,44329,12770,1,3
1548137740836,3566,1899,6098,4465,2768,3066,5778,9696,1,3
1548137741823,4047,4483,7040,2967,3861,3676,13921,14844,1,3
1548137742836,6183,14813,13440,19509,2344,4100,701116,31163,1,3
1548137743821,8717,2912,6595,4956,3925,5847,78138,21580,1,3
1548137744810,3557,3359,5400,2937,1369,1298,68912,39573,1,3
1548137745828,15827,7422,11747,12510,10253,9213,262333,80225,1,3
1548137746894,23315,31365,5468,9627,5832,10428,138923,33688,1,3
1548137747790,9767,728,9801,2001,8483,4626,7157,5986,1,3
1548137748800,4320,31790,6137,22839,6499,4282,21909,52268,1,3
1548137749797,10757,3691,2089,6588,1959,1984,1193796,95559,1,3
1548137750776,4008,4463,2098,2290,436,446,127747,34964,1,3
1548137751777,9089,26478,5187,22511,5125,6839,579807,41817,1,3
1548137752784,43055,61050,18472,8411,17606,12064,1218434,222624,1,3
1548137753776,5164,9028,2493,2136,1369,2361,169730,125343,1,3
1548137754879,1225,1703,1830,1345,1241,2190,21360,3374,1,3
1548137755767,18190,456,4836,9068,3692,6481,53081,48376,1,3
1548137756768,14360,18861,4544,5940,1208,2223,8329,1786,1,3
1548137757752,8313,331,3480,3367,919,1701,54658,21484,1,3
1548137758750,17956,11929,7571,7297,6465,12177,165062,113970,1,3
1548137759736,7442,5640,9522,6068,1526,701,260525,56201,1,3
1548137760751,20571,35506,29686,26788,3645,11102,823403,128968,1,3
1548137761718,1530,2130,2436,3968,1778,1733,112670,17126,1,3
1548137762833,3603,2578,2130,3151,1186,494,173924,44422,1,3
1548137763735,16153,20563,4425,8371,1090,2435,2732,21227,1,3
1548137764719,2162,4389,1180,4187,177,276,167130,26558,1,3
1548137765704,2960,989,1982,2044,2124,1863,15139,27251,1,3
1548137766722,40572,76314,25474,40646,6879,8636,1917036,326975,1,3
1548137767701,7184,33079,9333,6582,9198,2942,46375,34909,1,3
1548137768706,51524,71374,8340,36174,3793,4484,877777,134126,1,3
1548137769706,1770,1524,1349,1734,343,163,118986,4023,1,3
1548137770675,1211,1786,1486,1688,803,586,2400,2066,1,3
1548137771689,15570,10525,8283,6378,7588,6531,272444,78988,1,3
1548137772680,6367,5331,1335,870,615,1239,97265,6277,1,3
1548137773662,2658,3532,1758,2522,732,1503,33567,30801,1,3
1548137774680,8611,22010,1975,6692,785,2375,660281,46655,1,3
1548137775722,7332,2606,1655,5718,468,1020,133633,14395,1,3
1548137776646,155521,186677,63565,70656,23290,10875,850221,295243,1,3
1548137777673,1280,5402,2134,3918,832,1098,96874,14132,1,3
1548137778667,4493,25408,3644,5715,3316,5317,13909,3820,1,3
1548137779651,1542,4717,5127,6478,3212,4226,4330,8035,1,3
1548137780648,12644,17978,11255,8971,1933,3010,72898,21626,1,3
1548137781639,38566,104012,14452,24720,4121,7590,3145592,187087,1,3
1548137782638,14255,20104,8674,8355,3292,2849,32119,23915,1,3
1548137783696,22546,3071,2961,7009,894,1477,376233,41016,1,3
1548137784601,3304,13922,6181,10443,1427,2697,2934,5865,1,3
1548137785622,4103,17256,3257,16110,5133,7890,13283,27223,1,3
1548137786620,1486,2770,2234,7438,1758,1795,164896,36366,1,3
1548137787605,9384,2640,3987,6586,4544,1955,332756,27452,1,3
1548137788597,3009,10470,4435,16385,986,2075,484837,16604,1,3
1548137789608,20232,38437,10824,60941,9156,11687,1766739,219041,1,3
1548137790575,3575,14893,1918,6358,920,536,181702,27761,1,3
1548137791694,1014,2386,1126,807,540,944,3592,6312,1,3
1548137792577,2012,18008,11867,9347,2647,6203,13985,20743,1,3
1548137793559,7711,17350,8049,12444,2682,3338,96644,35235,1,3
1548137794561,37839,14800,11148,6026,8450,6748,19061,44080,1,3
1548137795579,20198,35611,21788,47968,4323,13474,1645538,493627,1,3
1548137796570,2763,10493,980,7244,570,1138,53200,30060,1,3
1548137797545,1651,1789,4043,2903,1283,2809,77081,22409,1,3
1548137798568,6780,17684,11927,7426,4193,3401,33010,11794,1,3
1548137799634,28099,62163,22682,37139,5728,11190,143259,282393,1,3
1548137800536,11958,30024,30550,31586,3203,10628,1644260,172663,1,3
1548137801515,14801,17839,6022,13310,1782,5576,158170,84591,1,3
1548137802519,10129,23608,16521,18201,5980,11372,275236,56388,1,3
1548137803519,36697,62806,36019,61591,25450,26561,1383613,177634,1,3
1548137804501,5152,2852,5592,2129,2212,2721,99212,69233,1,3
1548137805520,1018,4264,2835,3699,1072,3922,24608,4470,1,3
1548137806512,2615,14304,8470,18435,7955,9499,7881,18863,1,3
1548137807488,2203,19050,9775,23725,18104,10833,769340,241939,1,3
1548137808513,2915,1658,1230,2722,957,1544,95565,31349,1,3
1548137809489,19145,24530,11366,7351,4121,8744,55968,31445,1,3
1548137810473,15895,3035,29845,22127,9133,9321,329415,195073,1,3
1548137811479,15926,25694,15527,22541,2755,3361,735126,345071,1,3
1548137812498,4650,15361,3617,4192,1718,4174,692403,65930,1,3
1548137813486,31201,17526,5730,16478,1597,5274,177461,95326,1,3
1548137814460,2398,2680,1420,2795,772,968,10818,5208,1,3
1548137815461,43676,20590,9168,17495,7001,10233,128955,150735,1,3
1548137816447,13550,5807,9757,9622,4020,13000,59309,38218,1,3
1548137817449,15062,8108,11780,11367,7195,10753,15869,25518,1,3
1548137818467,19927,8453,12368,14555,5549,7603,52182,30291,1,3
1548137819448,5236,2544,2626,906,968,2634,126885,11209,1,3
1548137820527,33443,26116,24503,13240,3021,5944,511198,361794,1,3
1548137821421,1967,126,1311,1169,272,982,12612,3052,1,3
1548137822416,15798,57794,9377,17172,3762,3509,55735,43756,1,3
1548137823417,12597,5592,6935,9943,6752,7257,364500,81841,1,3
1548137824409,86502,101515,23097,29018,19609,19248,1919505,181899,1,3
1548137825416,11271,3147,2916,7990,3638,2876,27649,13826,1,3
1548137826419,23966,17174,8931,8912,4452,9153,746097,26510,1,3
1548137827387,1721,1275,2009,3494,2108,868,51762,2716,1,3
1548137828483,6717,17667,7141,5385,3437,6873,47844,32226,1,3
1548137829398,5616,6738,8828,9914,6291,8830,15103,3422,1,3
1548137830389,3940,53932,9479,41942,8250,5604,41507,184847,1,3
1548137831376,15377,9456,12273,5362,11327,13940,52398,26361,1,3
1548137832377,37680,23445,12407,24515,3273,5234,318005,61416,1,3
1548137833378,3137,8965,3410,5158,2207,1176,50095,51245,1,3
1548137834372,23269,40826,17080,19128,5525,16754,1504257,316362,1,3
1548137835360,14349,4965,9937,7067,3578,7460,4081,22888,1,3
1548137836478,10985,16924,12661,3646,3575,6354,9444,26215,1,3
1548137837344,7512,12216,9960,10478,5736,6170,5007,26602,1,3
1548137838362,17285,7941,10812,4923,7579,4550,39150,44959,1,3
1548137839347,758,5985,1402,1589,1666,2576,109797,8224,1,3
1548137840330,12507,25397,15062,4817,6796,7704,13043,5818,1,3
1548137841333,18874,15811,6027,3368,3659,10739,10896,16022,1,3
1548137842320,13250,8805,7991,13206,3054,10530,9630,13593,1,3
