results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime
0.83613032, well although I do agree that some humanitarian effort is needed for the Civil War I think your points exemplify exactly why Korea isn't actually ready for such an intake in Immigration you mentioned that he only lived in a very small number of people I think it's around 500 and even with that small number of refugees that we took in people have signed a petition they've protests on the streets many people are displeased,0.91283858,120.6,120.0,well,7,en-us,147.393472
0.83613032,,0.91283858,120.8,120.6,although,7,en-us,147.393472
0.83613032,,0.91283858,120.9,120.8,I,7,en-us,147.393472
0.83613032,,0.91283858,121.1,120.9,do,7,en-us,147.393472
0.83613032,,0.91283858,121.4,121.1,agree,7,en-us,147.393472
0.83613032,,0.91283858,121.6,121.4,that,7,en-us,147.393472
0.83613032,,0.91283858,121.8,121.6,some,7,en-us,147.393472
0.83613032,,0.91283858,122.5,121.8,humanitarian,7,en-us,147.393472
0.83613032,,0.91283858,123.2,122.5,effort,7,en-us,147.393472
0.83613032,,0.91283858,123.5,123.3,is,7,en-us,147.393472
0.83613032,,0.91283858,123.8,123.5,needed,7,en-us,147.393472
0.83613032,,0.91283858,123.9,123.8,for,7,en-us,147.393472
0.83613032,,0.91283858,124.0,123.9,the,7,en-us,147.393472
0.83613032,,0.91283858,124.3,124.0,Civil,7,en-us,147.393472
0.83613032,,0.91283858,124.6,124.3,War,7,en-us,147.393472
0.83613032,,0.91283858,124.9,124.8,I,7,en-us,147.393472
0.83613032,,0.91283858,125.2,124.9,think,7,en-us,147.393472
0.83613032,,0.91283858,125.5,125.2,your,7,en-us,147.393472
0.83613032,,0.91283858,125.9,125.5,points,7,en-us,147.393472
0.83613032,,0.91283858,126.5,125.9,exemplify,7,en-us,147.393472
0.83613032,,0.91283858,127.1,126.5,exactly,7,en-us,147.393472
0.83613032,,0.91283858,127.3,127.1,why,7,en-us,147.393472
0.83613032,,0.91283858,127.9,127.3,Korea,7,en-us,147.393472
0.83613032,,0.91283858,128.3,127.9,isn't,7,en-us,147.393472
0.83613032,,0.91283858,128.7,128.3,actually,7,en-us,147.393472
0.83613032,,0.91283858,129.0,128.7,ready,7,en-us,147.393472
0.83613032,,0.91283858,129.2,129.0,for,7,en-us,147.393472
0.83613032,,0.91283858,129.8,129.2,such,7,en-us,147.393472
0.83613032,,0.91283858,130.1,129.9,an,7,en-us,147.393472
0.83613032,,0.91283858,130.6,130.1,intake,7,en-us,147.393472
0.83613032,,0.64760822,130.7,130.6,in,7,en-us,147.393472
0.83613032,,0.86577648,131.3,130.7,Immigration,7,en-us,147.393472
0.83613032,,0.91283858,132.3,132.1,you,7,en-us,147.393472
0.83613032,,0.91283858,132.7,132.3,mentioned,7,en-us,147.393472
0.83613032,,0.66491568,133.1,132.7,that,7,en-us,147.393472
0.83613032,,0.69500279,133.8,133.4,he,7,en-us,147.393472
0.83613032,,0.91283858,134.5,134.3,only,7,en-us,147.393472
0.83613032,,0.91283858,134.7,134.5,lived,7,en-us,147.393472
0.83613032,,0.69021159,134.9,134.7,in,7,en-us,147.393472
0.83613032,,0.91283858,134.9,134.9,a,7,en-us,147.393472
0.83613032,,0.72336209,135.2,134.9,very,7,en-us,147.393472
0.83613032,,0.72305393,135.3,135.2,small,7,en-us,147.393472
0.83613032,,0.91283858,135.5,135.3,number,7,en-us,147.393472
0.83613032,,0.91283858,135.6,135.5,of,7,en-us,147.393472
0.83613032,,0.74744451,135.8,135.6,people,7,en-us,147.393472
0.83613032,,0.91283858,135.8,135.8,I,7,en-us,147.393472
0.83613032,,0.74744439,136.0,135.8,think,7,en-us,147.393472
0.83613032,,0.91283858,136.1,136.0,it's,7,en-us,147.393472
0.83613032,,0.69721162,136.3,136.1,around,7,en-us,147.393472
0.83613032,,0.70930731,137.1,136.3,500,7,en-us,147.393472
0.83613032,,0.91283858,137.6,137.5,and,7,en-us,147.393472
0.83613032,,0.91283858,137.9,137.6,even,7,en-us,147.393472
0.83613032,,0.85417384,138.2,137.9,with,7,en-us,147.393472
0.83613032,,0.66524506,138.4,138.2,that,7,en-us,147.393472
0.83613032,,0.91283858,138.6,138.4,small,7,en-us,147.393472
0.83613032,,0.65937042,139.1,138.6,number,7,en-us,147.393472
0.83613032,,0.6309554,139.4,139.1,of,7,en-us,147.393472
0.83613032,,0.79710084,140.3,139.7,refugees,7,en-us,147.393472
0.83613032,,0.71574336,140.5,140.3,that,7,en-us,147.393472
0.83613032,,0.91283858,140.6,140.5,we,7,en-us,147.393472
0.83613032,,0.66524506,140.8,140.6,took,7,en-us,147.393472
0.83613032,,0.71294618,141.2,140.8,in,7,en-us,147.393472
0.83613032,,0.91283858,141.9,141.5,people,7,en-us,147.393472
0.83613032,,0.71886426,142.5,141.9,have,7,en-us,147.393472
0.83613032,,0.80870855,143.4,143.2,signed,7,en-us,147.393472
0.83613032,,0.91283858,143.5,143.4,a,7,en-us,147.393472
0.83613032,,0.57945484,144.0,143.5,petition,7,en-us,147.393472
0.83613032,,0.7319451,144.5,144.0,they've,7,en-us,147.393472
0.83613032,,0.80461627,145.0,144.5,protests,7,en-us,147.393472
0.83613032,,0.91283858,145.1,145.0,on,7,en-us,147.393472
0.83613032,,0.69414842,145.2,145.1,the,7,en-us,147.393472
0.83613032,,0.56463861,145.7,145.2,streets,7,en-us,147.393472
0.83613032,,0.73933351,146.3,146.1,many,7,en-us,147.393472
0.83613032,,0.67805618,146.6,146.3,people,7,en-us,147.393472
0.83613032,,0.91283858,146.6,146.6,are,7,en-us,147.393472
0.83613032,,0.71061599,147.2,146.6,displeased,7,en-us,147.393472
0.74295121, well although I do agree that some humanitarian effort is needed for the Civil War I think your points exemplified exactly why Korea isn't actually ready for such an intake and immigration you mentioned that he only lived in a very small number of people I think it's around 500 and even with that small number of refugees that we took in people have signed a petition they've protests on the streets many people are displeased with that decision to let him meet Lee goes,0.91283858,120.6,119.9,well,7,en-us,149.678642
0.74295121,,0.91283858,120.8,120.6,although,7,en-us,149.678642
0.74295121,,0.91283858,120.9,120.8,I,7,en-us,149.678642
0.74295121,,0.91283858,121.1,120.9,do,7,en-us,149.678642
0.74295121,,0.91283858,121.3,121.1,agree,7,en-us,149.678642
0.74295121,,0.91283858,121.6,121.3,that,7,en-us,149.678642
0.74295121,,0.91283858,121.8,121.6,some,7,en-us,149.678642
0.74295121,,0.91283858,122.5,121.8,humanitarian,7,en-us,149.678642
0.74295121,,0.91283858,123.2,122.5,effort,7,en-us,149.678642
0.74295121,,0.91283858,123.5,123.3,is,7,en-us,149.678642
0.74295121,,0.91283858,123.7,123.5,needed,7,en-us,149.678642
0.74295121,,0.91283858,123.8,123.7,for,7,en-us,149.678642
0.74295121,,0.91283858,123.9,123.8,the,7,en-us,149.678642
0.74295121,,0.91283858,124.2,123.9,Civil,7,en-us,149.678642
0.74295121,,0.91283858,124.6,124.2,War,7,en-us,149.678642
0.74295121,,0.91283858,124.8,124.8,I,7,en-us,149.678642
0.74295121,,0.91283858,125.1,124.8,think,7,en-us,149.678642
0.74295121,,0.91283858,125.4,125.1,your,7,en-us,149.678642
0.74295121,,0.91283858,125.9,125.4,points,7,en-us,149.678642
0.74295121,,0.375,126.5,125.9,exemplified,7,en-us,149.678642
0.74295121,,0.84663528,127.0,126.5,exactly,7,en-us,149.678642
0.74295121,,0.61065012,127.2,127.0,why,7,en-us,149.678642
