timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1552029762340,0,0,0,0,0,0,0,0,1,17
1552029763339,0,1,0,0,0,0,18,5,1,17
1552029764343,7202,11224,1061,2333,1870,1550,667375,71266,1,17
1552029765331,814,496,1292,1309,901,561,10814,4871,1,17
1552029766332,424,1753,1044,1419,623,698,198329,11863,1,17
1552029767327,6295,19424,5218,4906,5612,2874,38516,27628,1,17
1552029768325,10280,5238,2693,4315,1290,565,136584,43667,1,17
1552029769332,11927,44518,6500,6068,1970,2455,53354,71975,1,17
1552029770302,2093,4859,2093,1705,896,565,15713,3838,1,17
1552029771308,4348,2312,1121,1589,668,1227,175939,69260,1,17
1552029772300,4870,6094,4070,3869,1387,1250,58115,12197,1,17
1552029773306,1832,6133,1801,1188,1040,650,44339,25830,1,17
1552029774286,3870,56675,5925,24726,2677,3974,488610,46157,1,17
1552029775291,5582,24283,4370,4417,525,1451,126143,37693,1,17
1552029776290,6665,479,2972,2087,731,805,252618,44883,1,17
1552029777286,7356,9613,6951,2879,1187,1694,9713,8102,1,17
1552029778269,16553,18338,3717,18044,2067,4287,330331,40583,1,17
1552029779266,7167,14664,1179,3352,800,1078,27536,26803,1,17
1552029780254,24858,45226,7051,13611,1490,4157,365675,167347,1,17
1552029781256,4203,5737,1789,2487,488,423,270755,22888,1,17
1552029782241,2176,854,1031,1112,576,775,8440,5006,1,17
1552029783241,3111,4981,1237,1223,487,792,74758,10920,1,17
1552029784224,4865,2063,1068,1143,447,670,70873,99246,1,17
1552029785234,1958,6734,1152,1251,208,356,15472,4904,1,17
1552029786251,2184,16903,5647,5563,795,1640,7591,21137,1,17
1552029787227,4924,6180,8208,3883,2712,1365,271230,114688,1,17
1552029788211,3274,4747,2353,2093,301,813,31917,18102,1,17
1552029789215,26161,51290,15075,29360,3548,3022,846306,117098,1,17
1552029790194,4660,31535,1142,2861,374,402,62407,73822,1,17
1552029791227,2248,4400,906,3680,291,598,199399,23402,1,17
1552029792204,2722,5122,599,1664,259,685,298687,19813,1,17
1552029793186,8734,11162,9759,6361,1123,2312,13651,36509,1,17
1552029794182,16377,20435,6659,4485,1182,2054,12921,14721,1,17
1552029795199,5729,5041,2255,2905,467,316,28406,22784,1,17
1552029796167,5282,9641,2273,8426,2434,3699,3388,20824,1,17
1552029797176,3331,9574,984,227,454,613,106440,39674,1,17
1552029798171,2888,6521,1127,2448,231,534,263614,64670,1,17
1552029799152,1948,6248,1391,962,539,291,13533,6225,1,17
1552029800171,1249,1286,1382,1961,498,523,150350,4192,1,17
1552029801137,752,10421,2887,999,218,383,294191,65320,1,17
1552029802155,22777,22986,3631,3429,1565,1715,43238,71575,1,17
1552029803138,1486,2060,361,514,134,51,127709,1684,1,17
1552029804132,3941,2658,1262,5998,437,1354,226392,21181,1,17
1552029805127,982,553,666,1093,107,115,89927,18962,1,17
1552029806128,12994,39851,8165,7635,1840,3861,1869697,179791,1,17
1552029807130,11571,7679,1718,1248,314,526,134426,54984,1,17
1552029808108,28026,62875,20992,6964,4595,4019,495712,174398,1,17
1552029809126,6123,8667,4770,8085,1338,3700,12504,22531,1,17
1552029810095,430,4515,1197,3725,512,242,52999,56165,1,17
1552029811100,453,1130,734,1309,343,398,9662,3659,1,17
1552029812099,2460,3303,1818,690,245,578,76783,49740,1,17
1552029813097,3315,9419,1065,2685,1040,620,110715,39903,1,17
1552029814079,2566,6194,674,2777,581,524,5392,16668,1,17
1552029815107,6094,21738,2696,10110,1212,837,139182,46839,1,17
1552029816082,933,19095,2480,2321,371,1107,8428,5163,1,17
1552029817065,2176,2656,1724,2536,230,477,127617,30049,1,17
1552029818076,31359,4717,6409,4495,3704,2215,4833,13329,1,17
1552029819050,4211,17911,979,7803,380,391,56658,42318,1,17
1552029820054,11873,7348,898,2248,338,915,209530,26968,1,17
1552029821061,406,1662,966,1083,441,961,12322,13121,1,17
1552029822054,2449,2409,3728,1422,559,838,52144,5869,1,17
1552029823037,1930,15512,2324,1361,395,535,85189,18248,1,17
1552029824050,37698,95870,19230,13371,8420,5663,1870428,70968,1,17
1552029825048,27983,69084,10913,7302,1696,5465,252133,56539,1,17
1552029826025,3454,7052,1027,4553,473,345,37161,6079,1,17
1552029827027,2540,10683,974,1339,453,510,236693,46402,1,17
1552029828017,2382,2596,2361,1248,619,1136,146318,11681,1,17
1552029829033,9216,10161,1019,945,186,399,462056,55595,1,17
1552029830023,24766,52393,13110,24475,3783,4151,1202811,150268,1,17
1552029830996,13688,14781,1659,3828,387,871,112724,53851,1,17
1552029831995,5805,6853,6238,8453,3086,2282,66741,46803,1,17
1552029833004,1361,1962,455,606,210,207,97686,7535,1,17
1552029834002,4644,10280,2457,3340,388,288,39658,21600,1,17
1552029834999,6562,3978,7278,3095,2595,1588,19107,22055,1,17
1552029835980,7320,19718,2518,1288,333,283,554443,46533,1,17
1552029836965,5174,3502,4707,6289,1024,246,14084,25703,1,17
1552029837967,720,4265,2377,2616,787,1268,10886,17555,1,17
1552029838980,2932,7397,1683,2129,530,594,106040,63252,1,17
1552029839974,2673,6688,5560,2951,616,710,25864,14217,1,17
1552029840976,17058,16530,2519,10158,1639,2269,184924,89090,1,17
1552029841934,5646,5393,4423,3375,3125,2680,3276,11169,1,17
1552029842938,1174,2483,551,5106,214,458,19082,18299,1,17
1552029843924,3018,6460,2601,4353,668,238,91742,61480,1,17
1552029844938,6287,47388,5021,3216,1802,3422,1061588,225210,1,17
1552029845944,2864,1060,705,589,368,502,14705,16132,1,17
1552029846924,4839,3513,1305,791,778,756,260076,35778,1,17
1552029847942,2227,7052,1121,1202,307,436,9302,4866,1,17
1552029848908,3209,14484,964,951,255,404,76094,30797,1,17
1552029849890,30523,7045,13439,12241,2953,1698,287566,170790,1,17
1552029850896,3384,2713,2207,1820,220,500,17503,3582,1,17
1552029851896,4356,4877,1429,807,713,354,147199,36556,1,17
1552029852894,4561,37530,2954,5055,2065,1437,15462,15525,1,17
1552029853896,3257,3162,869,3904,736,454,144369,66245,1,17
1552029854880,1705,2059,1058,2542,565,407,67044,32711,1,17
1552029855880,1990,2039,1370,1134,325,467,15366,18381,1,17
1552029856903,6498,2779,2077,1296,601,527,123583,17070,1,17
1552029857881,9126,13085,13694,4418,6090,4799,1289090,45215,1,17
1552029858847,11514,21529,5821,4221,2716,11142,251856,19804,1,17
1552029859857,21897,3829,2026,2974,2322,4962,124775,42671,1,17
1552029860852,6458,14803,3950,10732,8885,3743,1005060,12349,1,17
1552029861835,23318,9223,9256,13294,9757,18376,987653,150545,1,17
1552029862856,11918,5499,3537,5230,869,2420,277707,39122,1,17
1552029863834,22460,16436,11683,20404,6353,6764,342168,373552,1,17
1552029864843,5483,7617,4295,855,571,1000,425731,23947,1,17
1552029865822,10077,2264,8054,6158,11385,8976,373520,190931,1,17
1552029866827,20945,88114,25346,63434,11117,9928,2073182,163474,1,17
1552029867822,2902,31037,7672,4809,4313,12589,240590,193106,1,17
1552029868810,27687,54776,17046,33232,15876,14366,1828829,159308,1,17
1552029869793,101133,56901,47072,31757,25180,28468,575491,267810,1,17
1552029870810,9301,12278,3833,4972,1356,5998,181535,48759,1,17
1552029871790,19419,35895,12326,57208,10355,26515,854997,153576,1,17
1552029872776,46352,57354,30732,23512,17558,27723,1982928,114838,1,17
1552029873798,2602,3158,3038,3596,3460,1630,140699,26950,1,17
1552029874780,10772,33655,11446,11853,8584,8049,258529,48511,1,17
1552029875790,12162,8137,9376,6280,8915,13354,189864,304922,1,17
1552029876778,2593,6859,1973,2758,1661,3713,581032,8006,1,17
1552029877767,4639,2243,4745,5536,1710,1808,267108,52308,1,17
1552029878752,3253,18605,13796,3001,4084,9226,676086,154849,1,17
1552029879748,5534,17419,5553,5077,3394,3675,551840,97973,1,17
1552029880751,11919,19054,15505,10581,20745,19058,141330,83603,1,17
1552029881757,2681,2229,938,519,329,1037,78756,4110,1,17
1552029882734,9606,3028,16906,12012,3190,11421,524589,36266,1,17
1552029883734,20643,13015,27976,11282,12605,21775,1132198,64551,1,17
1552029884729,29340,52391,15148,23523,16142,30993,2968826,341044,1,17
1552029885727,10340,23490,11462,4585,2589,6467,1153341,90306,1,17
1552029886721,5883,9950,4636,3269,1325,3229,267631,36700,1,17
1552029887762,15270,11536,4476,9849,4897,3782,808398,48643,1,17
1552029888704,2758,4527,1704,3697,1963,2667,73163,39720,1,17
1552029889706,7933,11136,3945,12537,10913,6339,912986,118570,1,17
1552029890687,19193,71092,17872,29864,17452,21227,387204,50229,1,17
1552029891693,11344,18142,29740,20233,7624,12361,90961,143217,1,17
1552029892675,3675,12724,4925,7776,4366,4561,320032,101957,1,17
1552029893684,7341,6259,8273,11568,4562,3509,106872,59301,1,17
1552029894694,22448,27189,9731,9200,10014,10214,437382,145699,1,17
1552029895677,2440,5692,5257,2643,4474,6858,12670,4871,1,17
1552029896662,7220,5692,5869,5001,3280,3530,10431,14846,1,17
1552029897665,8618,77226,17531,9429,7395,7079,684945,162381,1,17
1552029898645,10568,49483,30891,58983,7202,26895,1678887,127369,1,17
1552029899644,397096,573122,308789,136290,217874,145956,2411472,1964385,1,17
1552029900656,93706,12460,7996,15321,8152,9523,2884752,185513,1,17
1552029901649,20940,11174,34308,9487,19044,12235,55783,10701,1,17
1552029902649,5974,5177,3924,537,411,800,106162,30627,1,17
1552029903618,12968,22275,26077,13487,12859,10331,12233,8642,1,17
1552029904617,1977,22352,1952,4156,3716,3676,183679,69281,1,17
1552029905619,1191,5362,4579,7676,5600,3062,219087,69937,1,17
1552029906602,1856,9316,7429,5082,1843,4956,143866,38201,1,17
1552029907621,559,2005,7640,4134,2327,3424,187047,18491,1,17
1552029908608,10140,18568,15929,7064,4476,13364,1181430,154946,1,17
1552029909605,58842,22054,26698,28262,14486,12696,832568,78865,1,17
1552029910619,9633,18884,10491,7685,4964,5595,70272,64593,1,17
1552029911761,64003,45163,42903,23833,18931,26172,1984688,287653,1,17
1552029912590,12076,7708,4760,1514,4763,6903,203943,11524,1,17
1552029913596,5052,3008,3232,1269,1005,3841,194668,21454,1,17
1552029914584,65709,49548,10421,19775,45480,17675,1755578,285640,1,17
1552029915581,2562,35795,12117,8037,5379,7124,1317551,49864,1,17
1552029916561,1949,22224,8748,7122,3790,7229,179062,34046,1,17
1552029917579,5119,12942,9310,10081,3408,4548,1357101,39975,1,17
1552029918569,7240,19686,3025,5911,6490,8525,33970,9828,1,17
1552029919563,10229,17420,10239,2889,3139,2148,88254,87518,1,17
1552029920536,2782,13376,3746,9103,1934,2849,56716,21985,1,17
1552029921549,45246,40383,17231,2605,19408,13168,986707,412026,1,17
1552029922550,60544,42537,16582,9553,7574,19684,283306,468631,1,17
1552029923531,5601,7060,3886,8125,1865,2008,208309,90328,1,17
1552029924535,1225,948,614,1241,541,1229,49400,16131,1,17
1552029925522,90194,161472,51933,77674,39083,15980,2093931,580642,1,17
1552029926522,55347,64979,51430,25440,11989,17353,1206822,268149,1,17
1552029927503,3059,1355,637,830,453,846,64850,11606,1,17
1552029928523,1439,566,2009,2835,727,2225,52203,9106,1,17
1552029929502,58004,66916,55580,21199,33149,63960,223145,254482,1,17
1552029930509,6455,672,6597,5059,10082,20342,663922,147979,1,17
1552029931493,23897,570,6816,33621,2742,3452,316043,73096,1,17
1552029932501,26155,116868,35182,15081,7433,8373,783002,82124,1,17
1552029933472,6356,3734,2146,9704,4211,11340,125294,18231,1,17
1552029934478,10035,4193,4131,4304,4263,1908,251658,61492,1,17
1552029935459,9990,15473,9906,10922,2682,4844,62866,29388,1,17
1552029936461,3007,21016,5504,7904,1499,1180,199558,57552,1,17
1552029937482,2700,1784,1017,1960,1529,2761,121912,8776,1,17
1552029938459,4811,1213,3348,7219,5917,10509,266246,147295,1,17
1552029939463,22785,31669,29266,37370,8760,16096,884641,183650,1,17
1552029940444,5579,6391,4365,5772,2684,4129,107806,56235,1,17
1552029941449,3859,19516,5736,7410,2133,1600,120524,23122,1,17
1552029942431,5906,30018,17473,13921,14729,7911,103741,38563,1,17
1552029943416,7811,4200,4083,905,604,3335,189107,20749,1,17
1552029944434,2133,16195,11790,3233,3061,2058,66420,37466,1,17
1552029945434,4678,2709,4835,2336,2017,2511,637768,32427,1,17
1552029946409,8553,3908,10865,4537,14612,6769,19836,25546,1,17
1552029947414,6404,2897,5370,4465,1397,1640,61597,5925,1,17
1552029948420,3786,3551,2186,5668,1114,2641,203162,59835,1,17
