timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1549934973022,3186,4406,192,1228,138,282,25962,18382,1,16
1549934973982,547,1179,3674,530,311,4184,6934,864,1,16
1549934974972,8236,7145,9757,2448,5414,4267,27754,51817,1,16
1549934975948,12105,14403,22355,37141,13478,13116,1563114,14288,1,16
1549934976961,20115,34909,19953,15345,10516,16631,122952,177302,1,16
1549934978013,58261,258013,21695,10761,40679,29216,540423,589616,1,16
1549934978943,6089,16745,5193,12040,1609,5810,484271,104297,1,16
1549934979937,5093,1925,3362,9727,1288,9293,156854,34607,1,16
1549934980957,6753,1533,23269,20915,3337,6544,264548,18587,1,16
1549934981933,12138,8011,29859,7055,3125,7091,25691,35681,1,16
1549934982923,2528,5817,5650,11795,998,3492,74972,25944,1,16
1549934983923,19327,3339,10052,5461,6876,13965,107098,53474,1,16
1549934984909,8204,35599,18505,10982,2781,8415,380389,68631,1,16
1549934985982,5629,16712,12654,9727,3982,6103,132997,14894,1,16
1549934986908,3221,27048,6448,6170,6131,15949,30741,19082,1,16
1549934987894,11950,4097,30823,13976,5650,12501,46827,35263,1,16
1549934988889,10978,3868,22520,13041,7145,17628,15072,6841,1,16
1549934989894,4807,2908,4535,10161,1158,4556,79785,51672,1,16
1549934990894,5643,955,16054,4781,4056,9093,20029,4377,1,16
1549934991878,9989,10317,10408,7548,6477,8246,23296,35607,1,16
1549934992887,9838,4826,36519,16671,5708,12097,123465,63344,1,16
1549934993967,22147,26201,44408,14177,4548,17644,86395,89571,1,16
1549934994868,2274,6656,2814,4854,1178,2049,77796,33900,1,16
1549934995857,7989,16515,11509,7836,6654,14389,64105,11148,1,16
1549934996865,16178,12288,15434,7129,4331,9931,6978,21837,1,16
1549934997866,3233,9512,3406,4124,919,1369,76212,45671,1,16
1549934998858,6032,2468,23108,807,2780,8445,23930,34942,1,16
1549934999855,8865,25520,18978,9345,5364,5604,71638,90859,1,16
1549935000836,34525,40874,37462,50635,7756,12428,485147,100337,1,16
1549935001950,15583,5458,15533,6841,6583,6651,230392,174032,1,16
1549935002843,3270,17958,23425,6492,3938,4900,23188,24415,1,16
1549935003838,8661,4227,17481,4857,5070,5437,33703,13507,1,16
1549935004823,6912,9741,14382,3833,7218,4419,29028,18975,1,16
1549935005824,12157,2729,21256,12371,6156,12646,13140,49758,1,16
1549935006790,2831,23473,13994,8728,2863,21169,379962,111351,1,16
1549935007808,2901,6872,13891,6176,1857,22314,92100,99073,1,16
1549935008808,368005,520138,461801,156030,138524,171047,1208944,345237,1,16
1549935009930,105703,219091,68267,39891,52137,158657,1202881,638394,1,16
1549935010801,907,2814,4230,2309,3209,4246,9269,7174,1,16
1549935011797,4811,5392,20121,14436,10474,14824,108648,44360,1,16
1549935012761,15087,16661,28056,18387,7465,19337,51077,46811,1,16
1549935013782,11414,22708,18157,4492,3772,7104,25138,10745,1,16
1549935014766,24547,13592,21119,36736,11547,20205,792261,140495,1,16
1549935015747,805,2620,1465,287,1209,664,129341,5501,1,16
1549935016755,12683,37973,13500,22684,10047,12148,2049503,178823,1,16
1549935017806,32022,62344,29003,51027,13902,24957,757641,938252,1,16
1549935018750,102674,251964,36942,63206,24394,26523,2349769,709812,1,16
1549935019732,38946,22354,10509,6512,14158,7568,788404,74830,1,16
1549935020751,19524,38916,53841,19339,11294,11505,632050,173869,1,16
1549935021744,10879,11521,22446,16960,7995,11708,15598,7603,1,16
1549935022790,3003,314,6133,2655,1786,2694,115596,14533,1,16
1549935023740,5388,2761,25503,3326,21919,8211,40318,35958,1,16
1549935024724,3345,2101,30213,4464,7393,19813,7460,34666,1,16
1549935025723,14814,4762,34961,16757,8663,23425,23773,11859,1,16
1549935026690,11995,735,26197,4235,6695,7455,19552,12157,1,16
1549935027710,6538,7976,33319,8088,5028,5356,24671,14435,1,16
1549935028697,9095,6015,11257,4615,6593,15730,1935,8537,1,16
1549935029676,17731,12352,20115,10016,10948,6945,30362,8285,1,16
1549935030761,5938,1753,10580,4608,13903,4261,11436,10645,1,16
1549935031696,5569,2283,17990,13652,9079,3692,4759,27583,1,16
1549935032662,8136,3596,24351,16925,15836,17774,216044,34544,1,16
1549935033681,11559,4245,14236,5151,4344,22255,567546,52107,1,16
1549935034679,6349,920,10637,10675,5547,12217,27893,14157,1,16
1549935035647,9442,8090,15825,22085,6661,12352,16390,25641,1,16
1549935036666,12331,27352,24200,6540,8637,12714,6336,7297,1,16
1549935037673,12080,3776,12029,7386,10084,9780,6048,16245,1,16
1549935038747,2131,5115,16022,14907,10130,2901,37421,43381,1,16
