seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,3,4,3,3,1,3,1,,,x,,,,,,,,,,,,x
10,3,3,3,3,1,3,1,,,x,,,,,,,,,,,,x
15,3,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
20,3,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
25,3,3,2,2,1,3,1,,,,x,,,,,,,,,,,x
30,2,3,1,1,2,3,2,,,,x,,,,,,,,,,,x
35,2,3,1,1,2,3,2,,,,x,,,,,,,,,,,x
40,2,3,1,1,2,3,2,,,,x,,,,,,,,,,,x
45,2,3,1,1,2,3,2,,,,x,,,,,,,,,,,x
50,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
55,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
60,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
65,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
70,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
75,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
80,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
85,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
90,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
95,2,2,1,1,3,3,3,,x,,,,,,,,,,,,,x
100,3,3,2,2,2,3,1,,x,,,,,,,,,,,,,x
105,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
110,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
115,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
120,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
125,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
130,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
135,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
140,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
145,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
150,3,3,3,3,2,3,1,,,,x,,,,,,,,,,,x
155,2,3,2,2,2,2,3,,,,x,,,,,,,,,,x,
160,2,3,2,2,2,2,3,,,,,,x,,,,x,,,,,
165,3,3,4,4,2,2,3,,,,,,x,,,,,,x,,,
170,3,3,4,4,2,2,3,,,,,,x,,,,,,x,,,
175,3,3,4,4,2,2,3,,,,,,x,,,,,,x,,,
180,3,3,4,4,2,2,3,,,,,,x,,,,,,x,,,
185,3,3,4,4,2,2,3,,,,,,x,,,,,,x,,,
190,3,3,4,4,2,2,3,,,,,,x,,,,,,x,,,
195,3,3,4,4,2,2,3,,,,,,x,,,,,,,,,x
200,2,2,2,2,2,2,1,,x,,,,,,x,,,,,,,
205,2,2,2,2,2,2,1,,x,,,,,,x,,,,,,,
210,2,2,2,2,2,2,1,,x,,,,,,x,,,,,,,
215,2,2,2,2,2,2,1,,x,,,,,,x,,,,,,,
220,2,2,2,2,2,2,1,,x,,,,,,x,,,,,,,
225,2,2,2,2,2,2,1,,x,,,,,,x,,,,,,,
230,3,3,3,3,2,2,3,,,,,,x,,,,x,,,,,
235,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
240,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
245,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
250,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
255,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
260,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
265,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
270,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
275,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
280,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
285,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
290,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
295,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
300,3,3,3,3,2,4,1,,,,x,,,,,,,,,,,x
305,3,2,3,3,4,3,3,,,,,x,,,,,,x,,,,
310,3,2,3,3,4,3,3,,,,,x,,,,,,x,,,,
315,3,2,3,3,4,3,3,,,,,x,,,,,,x,,,,
320,3,2,3,3,4,3,3,,,,,x,,,,,,x,,,,
325,3,3,3,3,2,2,3,,,,x,,,,,,,,,,x,
330,3,3,3,3,2,2,3,,,,x,,,,,,,,,,x,
335,3,3,3,3,2,2,3,,,,x,,,,,,,,,,x,
340,3,3,3,3,2,2,3,,,,x,,,,,,,,,,x,
345,3,3,3,3,2,2,3,,,,x,,,,,,,,,,x,
350,2,2,2,2,3,3,4,,x,,,,,,x,,,,,,,
355,2,2,2,2,3,3,4,,x,,,,,,x,,,,,,,
360,2,2,2,2,3,3,4,,x,,,,,,x,,,,,,,
365,4,4,4,4,2,2,1,,,x,,,,,,,,,,,,x
370,4,4,4,4,2,2,1,,,x,,,,,,,,,,,,x
375,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
380,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
385,2,2,2,2,1,2,3,,,,x,,,,,,x,,,,,
390,2,2,2,2,1,2,3,,,,x,,,,,,x,,,,,
395,2,2,2,2,1,2,3,,,,x,,,,,,x,,,,,
400,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
405,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
410,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
415,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
420,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
425,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
430,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
435,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
440,2,2,4,4,3,2,4,,,x,,,,,,,,,x,,,
445,4,4,4,4,3,2,4,,,x,,,,,,,,,x,,,
450,4,4,4,4,3,2,4,,,x,,,,,,,,,x,,,
455,4,4,4,4,3,2,4,,,x,,,,,,,,,x,,,
460,4,4,4,4,3,2,3,,,x,,,,,,,,,x,,,
465,4,4,4,4,3,2,3,,,x,,,,,,,,,,x,,
470,4,4,4,4,3,2,3,,,x,,,,,,,,,,x,,
475,5,5,4,4,2,3,3,,,x,,,,,,,,,,x,,
480,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
485,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
490,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
495,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
500,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
505,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
510,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
515,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
520,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
525,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
530,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
535,3,3,3,3,1,2,1,,,,x,,,,,,,,,,,x
