seconds,arousal,valence,cheerful,happy,angry,nervous,sad,boredom,confusion,delight,concentration,frustration,surprise,none_1,confrustion,contempt,dejection,disgust,eureka,pride,sorrow,none_2
5,3,3,1,1,1,2,1,,,,,,,x,,,,,,,,x
10,3,3,1,1,1,2,1,,,,,,,x,,,,,,,,x
15,3,3,2,1,1,2,1,,,,,,,x,,,,,,,,x
20,3,3,1,1,1,2,1,,,,,,,x,,,,,,,,x
25,3,2,1,1,1,2,1,,x,,,,,,x,,,,,,,
30,3,2,2,1,1,3,1,,,,,x,,,x,,,,,,,
35,3,2,2,1,1,3,1,,,,,x,,,x,,,,,,,
40,3,2,1,1,1,2,1,,,,,x,,,x,,,,,,,
45,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
50,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
55,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
60,3,2,1,1,1,2,1,,,,x,,,,,,,,,,,x
65,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
70,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
75,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
80,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
85,3,3,2,1,1,1,1,,,,x,,,,,,,,,,,x
90,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
95,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
100,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
105,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
110,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
115,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
120,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
125,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
130,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
135,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
140,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
145,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
150,3,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
155,3,3,2,1,1,2,1,,,,,,,x,,,,,,,,x
160,3,3,1,1,1,2,1,,,,,,,x,,,,,,,,x
165,3,3,1,1,1,2,1,,,,,,,x,,,,,,,,x
170,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
175,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
180,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
185,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
190,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
195,2,3,1,1,1,1,1,,,,,,,x,,,,,,,,x
200,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
205,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
210,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
215,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
220,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
225,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
230,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
235,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
240,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
245,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
250,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
255,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
260,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
265,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
270,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
275,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
280,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
285,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
290,2,3,1,1,1,1,1,,,,x,,,,,,,,,,,x
