timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1552624334113,0,0,1,0,0,1,4,1,1,23
1552624334748,0,1,1,0,1,0,6,0,1,23
1552624335730,0,0,0,1,1,0,1,1,1,23
1552624336713,1,1,1,1,1,0,5,1,1,23
1552624337721,2,1,0,1,0,0,10,1,1,23
1552624338862,1,0,1,1,0,0,32,4,1,23
1552624339718,1026,1365,841,1175,359,513,314,1596,1,23
1552624340709,8269,6311,3297,2647,434,1189,26431,32554,1,23
1552624341702,61316,96094,16489,37975,12110,16675,1055463,306176,1,23
1552624342702,15591,39228,28149,8127,963,3323,1446458,87746,1,23
1552624344185,8906,8109,55338,7285,31311,56679,572577,21074,1,23
1552624344691,50135,21633,43235,22354,8516,9326,1822695,375984,1,23
1552624345671,61722,120129,32306,60337,5998,5481,659254,78796,1,23
1552624346679,42134,23164,42828,37618,7801,26950,562589,46379,1,23
1552624347677,24306,8018,12084,33649,3815,5936,196469,23090,1,23
1552624349095,120516,43930,40206,141202,10301,12055,700243,59214,1,23
1552624349659,2697,8332,6467,2088,234,1673,240332,26491,1,23
1552624350651,28886,83868,11409,37224,1629,4941,130874,34781,1,23
1552624351645,12823,5435,5682,5244,965,3098,848476,52124,1,23
1552624352639,48716,23359,10184,51529,1518,3393,359729,70104,1,23
1552624354015,4147,8042,17745,12949,8080,14085,807253,29269,1,23
1552624354649,2318,5996,1428,991,569,638,194847,7249,1,23
1552624355635,12782,16587,9824,14165,5516,5905,2086400,32776,1,23
1552624356613,736309,525078,687543,1185177,70310,168112,2532196,711009,1,23
1552624357630,53203,119549,68805,84643,7670,27138,1648943,210255,1,23
1552624358998,38923,30780,21559,37783,2795,4100,234006,32505,1,23
1552624359596,35961,30677,20907,25415,5110,10380,660996,51480,1,23
1552624360622,12490,53689,7618,14194,4008,4860,746367,62194,1,23
1552624361605,103840,52116,74863,347700,71178,91768,796223,55613,1,23
1552624362585,4101,1090,2893,2836,895,531,61237,57614,1,23
1552624363958,286923,79813,211944,174133,39699,42242,1511132,562698,1,23
1552624364585,36864,36784,16790,31711,7745,6890,612358,94190,1,23
1552624365568,68132,37842,36845,108295,6675,24083,1126839,372042,1,23
1552624366573,3382,3669,6401,3785,526,670,105294,65996,1,23
1552624367567,7111,3245,2550,1873,2391,1914,74315,12248,1,23
1552624368812,77250,122742,48913,42119,9883,19064,1217606,391413,1,23
1552624369581,31956,15524,27544,58037,8514,12140,395393,243447,1,23
1552624370542,2609,5935,11993,7930,1401,2736,732463,134673,1,23
1552624371546,25177,67631,23075,19705,4057,4236,1311236,246891,1,23
1552624372527,47274,78713,19425,19046,8962,10630,651242,43788,1,23
