results/alternatives/0/confidence,results/alternatives/0/transcript,results/alternatives/0/words/0/confidence,reult/alternative/0/word/0/endTime,reult/alternative/0/word/0/tartTime,results/alternatives/0/words/0/word,results/channelTag,results/languageCode,reult/reultEndTime
0.78992236, so I think I'm going to jump in right into what you just said and so basically the main point which is taken into account in some new source is that an employment in Korea is a problem I would say that it's mostly true but not really comparable to other developed countries such as most of the westerners country actually South Korea has one of the lowest unemployment rate,0.91283858,117.4,116.7,so,5,en-us,145.449072
0.78992236,,0.91283858,117.9,117.7,I,5,en-us,145.449072
0.78992236,,0.91283858,118.2,117.9,think,5,en-us,145.449072
0.78992236,,0.91283858,118.3,118.2,I'm,5,en-us,145.449072
0.78992236,,0.7993353,118.5,118.3,going,5,en-us,145.449072
0.78992236,,0.7993353,118.6,118.5,to,5,en-us,145.449072
0.78992236,,0.91283858,119.0,118.6,jump,5,en-us,145.449072
0.78992236,,0.8759594,119.3,119.0,in,5,en-us,145.449072
0.78992236,,0.91283858,119.7,119.4,right,5,en-us,145.449072
0.78992236,,0.68121099,120.2,119.7,into,5,en-us,145.449072
0.78992236,,0.72839898,120.5,120.2,what,5,en-us,145.449072
0.78992236,,0.91283858,120.6,120.5,you,5,en-us,145.449072
0.78992236,,0.69186807,120.9,120.6,just,5,en-us,145.449072
0.78992236,,0.70482475,121.3,120.9,said,5,en-us,145.449072
0.78992236,,0.71995682,121.5,121.3,and,5,en-us,145.449072
0.78992236,,0.7289207,121.9,121.5,so,5,en-us,145.449072
0.78992236,,0.74605954,122.7,121.9,basically,5,en-us,145.449072
0.78992236,,0.7012431,122.9,122.8,the,5,en-us,145.449072
0.78992236,,0.72236484,123.3,122.9,main,5,en-us,145.449072
0.78992236,,0.81213081,124.0,123.3,point,5,en-us,145.449072
0.78992236,,0.72096175,124.5,124.2,which,5,en-us,145.449072
0.78992236,,0.73944664,124.8,124.5,is,5,en-us,145.449072
0.78992236,,0.91283858,126.0,125.6,taken,5,en-us,145.449072
0.78992236,,0.73525709,126.3,126.0,into,5,en-us,145.449072
0.78992236,,0.69087178,126.9,126.3,account,5,en-us,145.449072
0.78992236,,0.87646484,127.1,126.9,in,5,en-us,145.449072
0.78992236,,0.72096175,127.6,127.1,some,5,en-us,145.449072
0.78992236,,0.91283858,128.1,128.0,new,5,en-us,145.449072
0.78992236,,0.91283858,128.6,128.1,source,5,en-us,145.449072
0.78992236,,0.7289207,128.8,128.6,is,5,en-us,145.449072
0.78992236,,0.6956377,129.3,128.8,that,5,en-us,145.449072
0.78992236,,0.71897364,129.6,129.5,an,5,en-us,145.449072
0.78992236,,0.71897441,130.2,129.6,employment,5,en-us,145.449072
0.78992236,,0.85948634,130.4,130.2,in,5,en-us,145.449072
0.78992236,,0.72782862,130.9,130.4,Korea,5,en-us,145.449072
0.78992236,,0.72628254,131.1,130.9,is,5,en-us,145.449072
0.78992236,,0.57141525,131.7,131.6,a,5,en-us,145.449072
0.78992236,,0.82741475,132.3,131.7,problem,5,en-us,145.449072
0.78992236,,0.91283858,132.9,132.8,I,5,en-us,145.449072
0.78992236,,0.75686842,133.1,132.9,would,5,en-us,145.449072
0.78992236,,0.91283858,133.2,133.1,say,5,en-us,145.449072
0.78992236,,0.71126008,133.7,133.2,that,5,en-us,145.449072
0.78992236,,0.70608515,134.3,133.7,it's,5,en-us,145.449072
0.78992236,,0.87218982,134.9,134.3,mostly,5,en-us,145.449072
0.78992236,,0.71126014,135.3,134.9,TRUE,5,en-us,145.449072
0.78992236,,0.89904004,135.7,135.3,but,5,en-us,145.449072
0.78992236,,0.71886438,136.1,135.7,not,5,en-us,145.449072
0.78992236,,0.74787039,136.3,136.1,really,5,en-us,145.449072
0.78992236,,0.70608509,137.0,136.3,comparable,5,en-us,145.449072
0.78992236,,0.85006517,137.2,137.0,to,5,en-us,145.449072
0.78992236,,0.72359914,137.6,137.2,other,5,en-us,145.449072
0.78992236,,0.91283858,138.0,137.6,developed,5,en-us,145.449072
0.78992236,,0.91283858,138.5,138.0,countries,5,en-us,145.449072
