timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1548120111526,1075,166,1158,1627,179,246,8657,3664,1,1
1548120112540,11468,18089,6835,11808,716,614,321359,32559,1,1
1548120113597,2,0,0,1,1,0,2,2,1,1
1548120114529,0,0,1,1,0,0,1,0,1,1
1548120115513,5,28,20,8,2,6,143,7,1,1
1548120116505,1947,9298,1070,225,155,130,2142,1868,1,1
1548120117501,2605,2597,8132,16032,1034,2075,101315,50450,1,1
1548120118524,44748,105611,20275,91517,4481,17662,532131,85871,1,1
1548120119486,114158,91064,80945,20937,11835,15585,1102536,327667,1,1
1548120120504,26548,19672,15098,14059,1096,3901,67440,33587,1,1
1548120121583,115856,418659,109299,160822,5635,14497,582272,873610,1,1
1548120122477,60316,75993,55444,112130,18470,19705,2048280,269357,1,1
1548120123479,92005,22093,49045,34450,28494,25540,873839,100700,1,1
1548120124479,12342,4862,5970,7366,655,2258,523277,5787,1,1
1548120125481,541642,414348,622895,531347,112898,219005,2473001,1356621,1,1
1548120126483,19793,2776,40310,34697,25780,15266,527110,169959,1,1
1548120127484,5901,14067,5253,4137,582,1684,198726,24233,1,1
1548120128455,64954,14566,41833,18908,1785,5092,2757564,369398,1,1
1548120129473,22044,20749,5531,44401,931,2025,837953,21449,1,1
1548120130461,188867,257931,210127,427266,50380,84116,1135907,1344413,1,1
1548120131458,113907,58665,64401,60921,3641,13855,1249317,318508,1,1
1548120132458,56072,107842,114771,61074,20662,77251,856829,1145763,1,1
1548120133429,66585,98577,45322,20092,2064,14208,1155399,48438,1,1
1548120134428,14740,3832,15195,8670,984,1774,347121,35174,1,1
1548120135434,51962,20084,16751,63770,3094,13950,619939,127979,1,1
1548120136444,111695,131047,189329,458689,51582,68994,1829296,215777,1,1
1548120137563,76605,39582,67598,89859,9673,32115,680334,74676,1,1
1548120138438,8708,56687,29405,21094,7046,13941,1242602,149020,1,1
1548120139406,78895,63401,38930,8338,5659,4986,526775,275531,1,1
1548120140429,17835,3207,10974,6614,1199,3008,104390,72879,1,1
1548120141410,35181,132359,28846,68151,4595,13181,874638,209579,1,1
1548120142418,23965,37702,29913,33467,8893,10300,2102130,367803,1,1
1548120143397,253522,403519,211264,143135,8558,30567,3461288,828882,1,1
1548120144401,970228,1408187,600092,1043715,76327,77366,2139191,1907917,1,1
1548120145447,10099,19891,6444,8003,439,1377,1111826,30439,1,1
1548120146387,48099,249465,24567,102593,7028,4196,1601068,307555,1,1
1548120147404,33326,134372,21582,25171,3504,16169,1810190,141347,1,1
1548120148373,101890,19865,30932,48909,6948,7349,910490,389222,1,1
1548120149374,66498,227442,28645,52386,8392,12464,1564356,65302,1,1
1548120150384,248488,602883,277326,85708,18545,75653,2084393,1482526,1,1
1548120151366,30884,182921,48412,73778,1777,8700,918195,483802,1,1
1548120152365,9598,11087,13248,14518,1442,1808,784462,71867,1,1
1548120153363,395359,87962,693883,495446,82361,101399,1825611,1539409,1,1
1548120154365,110416,1544564,509306,179041,12019,43399,1666552,1247344,1,1
1548120155376,9857,17976,7097,7577,871,1810,394589,95060,1,1
1548120156342,57907,72029,95842,36405,6353,9567,1762542,509616,1,1
1548120157339,30082,42343,22378,22193,1035,2996,692113,99680,1,1
1548120158416,25558,26275,11528,14197,691,3796,166044,51782,1,1
1548120159333,15637,11053,9397,16162,1809,1786,149533,98284,1,1
1548120160342,6902,294,5252,9556,1234,1358,127063,137452,1,1
1548120161346,47114,76072,31976,11734,4063,16732,2114456,267144,1,1
1548120162336,59551,89150,29066,52913,4436,11202,688633,525300,1,1
1548120163319,79957,31215,23904,50708,4530,19265,2032819,637971,1,1
1548120164321,39861,123345,23360,47308,2018,15879,1257902,214854,1,1
1548120165323,4636,21663,14482,13868,1959,4056,385502,289538,1,1
1548120166374,15748,93971,54300,19863,3362,22539,1647903,338298,1,1
1548120167313,34759,119054,53516,15580,8816,10515,2509032,243234,1,1
1548120168316,110703,329059,123946,80141,4556,24293,922378,319213,1,1
1548120169312,183081,345350,122878,54322,9160,11642,262957,902372,1,1
1548120170298,43989,184510,143812,160978,13384,14717,2472105,300772,1,1
1548120171292,89646,90650,53928,52555,20740,12790,1274589,216391,1,1
1548120172287,36701,113693,35786,92319,3610,9238,945102,476137,1,1
1548120173271,40287,95314,23113,21461,4961,11788,965336,148183,1,1
1548120174369,71519,70113,38141,41949,8786,5477,725373,254417,1,1
1548120175273,22218,36034,17182,16634,6581,4926,951129,283023,1,1
1548120176274,29527,19456,9279,9606,1390,4037,272969,73377,1,1
1548120177258,195464,282982,80848,59308,17101,57223,2343152,416039,1,1
1548120178280,18749,25342,7263,11412,1471,3459,411676,34399,1,1
1548120179270,114130,133324,32842,73513,5287,13883,2275638,208767,1,1
1548120180270,273396,147626,135871,250347,25760,67534,1785275,1692117,1,1
1548120181247,28774,61476,18383,49269,7011,6656,876975,556730,1,1
1548120182365,10879,25215,8052,10515,1570,3777,179585,149047,1,1
1548120183238,37518,14695,48458,41625,2842,12121,1089991,480165,1,1
1548120184241,189755,702728,148519,123985,13031,62368,1624081,1411443,1,1
1548120185232,243644,102870,123394,98540,32236,33006,1726943,1588651,1,1
1548120186245,71899,64525,65642,154645,6391,37757,1130317,230866,1,1
1548120187227,8910,5044,26241,20066,1477,1768,1001667,55109,1,1
1548120188215,132485,66522,72446,42143,5702,6659,1003646,181510,1,1
1548120189219,18213,17173,6545,7384,502,1903,727782,75634,1,1
1548120190358,91475,130362,85625,249716,33367,32756,1950493,1077237,1,1
1548120191221,71828,775987,142987,69966,11963,31519,1736385,1272473,1,1
1548120192226,139808,17714,32694,62914,5315,14877,2310112,168971,1,1
1548120193190,5853,25717,6763,4999,1403,1425,719057,111129,1,1
1548120194197,432008,322606,192698,164334,24801,25787,1299070,2142290,1,1
1548120195216,6850,18439,8332,26851,2386,2916,672356,127289,1,1
1548120196199,961065,264715,67498,79989,16230,31053,921797,339068,1,1
1548120197198,10225,6319,13361,10179,1296,2263,385420,72571,1,1
1548120198293,432545,453585,117586,160477,15966,43892,1814247,1727371,1,1
1548120199167,20181,51842,22144,45395,7425,19510,613766,92815,1,1
