timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1552624327541,0,0,0,0,0,0,2,2,1,24
1552624328540,0,0,0,0,0,0,0,0,1,24
1552624329550,44181,45894,11075,26972,5051,3425,431816,83152,1,24
1552624330688,5673,34780,10883,17649,1814,2467,84599,243877,1,24
1552624331544,3506,4385,15615,5655,2854,3815,269641,38332,1,24
1552624332534,9877,11665,2959,4335,3739,2290,94351,24969,1,24
1552624333518,155,3039,2780,1368,342,582,12127,8442,1,24
1552624334518,11687,9282,3966,5556,1327,2168,30781,16589,1,24
1552624335526,4853,1059,3382,2839,594,1135,61384,16408,1,24
1552624336510,14637,55169,16647,34967,8027,8016,1840535,223428,1,24
1552624337510,5489,1023,1114,961,720,836,58157,6901,1,24
1552624338542,581,1147,1391,2046,413,556,4431,8825,1,24
1552624339494,4776,4022,3673,6424,2309,2643,6352,13642,1,24
1552624340503,4798,2191,4608,2391,1119,2143,8756,10964,1,24
1552624341483,9893,2252,3429,3631,2277,1509,1756,3499,1,24
1552624342499,4304,1382,2536,6136,2513,2535,29082,11924,1,24
1552624343522,5006,7002,2759,4553,730,821,28286,27957,1,24
1552624344485,4073,970,5558,2466,1721,1679,7333,10089,1,24
1552624345474,4845,10164,6192,6474,1170,1624,2720,4938,1,24
1552624346458,6282,14600,2108,7227,1294,999,2713,13768,1,24
1552624347475,7386,1975,3352,2964,1779,3216,4535,13367,1,24
1552624348469,5760,9425,3351,2938,1118,2548,12704,9040,1,24
1552624349446,3222,5472,6920,2249,2062,3375,7036,11739,1,24
1552624350468,11812,6813,2358,3216,2166,4969,7447,14373,1,24
1552624351525,5456,9862,3010,2609,1459,1742,13914,19887,1,24
1552624352453,4435,5801,1054,2406,95,123,124111,10722,1,24
1552624353444,5594,8089,3687,3255,1518,2631,4759,38131,1,24
1552624354459,2855,16656,3310,5389,5361,2610,28721,22883,1,24
1552624355426,7386,4431,7032,5158,3758,3666,165025,64667,1,24
1552624356437,12844,5189,6423,1943,2822,4834,956444,17190,1,24
1552624357434,14069,3019,4639,5562,635,610,102856,42463,1,24
1552624358414,7647,13118,3688,4291,2234,2241,7495,1737,1,24
1552624359490,4764,5792,5259,3244,950,1543,11233,2153,1,24
1552624360434,2961,364,7967,2187,3077,6382,10807,6916,1,24
1552624361407,4058,7468,2892,9793,983,913,27805,39094,1,24
1552624362409,646,2747,687,1562,307,448,36046,6595,1,24
1552624363425,13636,5346,4356,3130,2361,920,10774,4360,1,24
1552624364410,5302,3696,6643,5982,1234,1234,19919,7467,1,24
1552624365396,4781,1574,2439,4623,1234,976,4189,15815,1,24
1552624366397,5099,2686,1516,2181,3084,3791,8042,3761,1,24
1552624367497,2257,2007,3272,4091,1063,2449,5485,20598,1,24
1552624368389,1120,1515,3042,8650,1084,2982,2501,6709,1,24
1552624369384,3488,3197,2204,5902,434,360,82599,25762,1,24
1552624370374,13520,5627,5248,5887,783,2272,5751,4235,1,24
1552624371388,7163,15323,5859,6863,1610,2229,6713,7200,1,24
1552624372357,1871,11435,1494,3036,1279,1075,2945,5039,1,24
1552624373376,1555,5357,4935,2078,1629,2171,4018,6955,1,24
1552624374379,6655,5595,5044,2416,597,2053,6084,1872,1,24
1552624375476,15565,6636,2405,8217,1711,2991,5965,10809,1,24
1552624376366,1872,6253,3599,5762,1660,1778,6909,8971,1,24
1552624377350,11468,1358,13914,18025,3262,4957,224911,15398,1,24
1552624378341,1444,9784,7613,5576,2966,1761,9227,20458,1,24
1552624379351,3551,1885,5399,2484,1206,1401,27671,10023,1,24
1552624380337,4066,1944,3288,1711,878,1937,19383,3560,1,24
1552624381323,57072,65753,43941,67242,8456,18673,98988,188564,1,24
1552624382341,9711,9246,3138,3383,3068,3879,1893163,59040,1,24
1552624383515,28425,29420,10608,36741,14949,10497,392082,72137,1,24
1552624384312,6245,7052,8906,3085,9971,6561,147458,25475,1,24
1552624385317,77669,70569,40581,219300,17357,32348,724903,916509,1,24
1552624386300,30776,59419,41916,34495,30414,11053,1960079,130110,1,24
1552624387307,1185,1030,990,1434,1567,1913,79811,12165,1,24
1552624388392,6528,5485,9883,2882,6530,3153,121125,46224,1,24
1552624389313,1817,2304,7767,6068,2000,1114,7400,6218,1,24
1552624390291,3422,1452,4115,1400,1408,2954,11485,4235,1,24
1552624391400,7937,3908,1625,3288,614,240,63436,35858,1,24
1552624392276,10462,8430,4304,7218,3150,2212,51818,40230,1,24
1552624393287,16851,10125,6697,6506,3078,2151,13043,10441,1,24
1552624394285,17482,4827,4184,2699,2079,2459,12022,8192,1,24
1552624395270,40578,81182,11714,29534,2606,2946,23341,115700,1,24
1552624396329,3311,918,2243,3843,619,1457,304383,10530,1,24
1552624397271,25673,11287,7877,9393,4044,1634,76990,48749,1,24
1552624398255,720,2325,913,863,682,866,9209,3111,1,24
