timestamp,delta,lowAlpha,highAlpha,lowBeta,highBeta,lowGamma,middleGamma,theta,isValid,pid
1548206241889,10,10,2,5,1,1,116,44,1,5
1548206242990,0,0,0,0,0,0,0,1,1,5
1548206243882,79467,98803,12242,37467,5441,5210,614527,114488,1,5
1548206244895,42,227,100,55,62,52,841,1617,1,5
1548206245889,8168,24537,2716,6811,483,445,89011,67630,1,5
1548206246880,9,26,48,10,35,32,256,261,1,5
1548206247892,150,94,322,72,240,330,4536,1534,1,5
1548206248868,4317,14740,5100,6799,2172,1752,635835,21898,1,5
1548206249866,15940,7318,13253,6652,3750,2403,1206425,58547,1,5
1548206250870,18770,18638,12996,3670,8044,8780,114838,300022,1,5
1548206251878,13213,17508,7311,19174,6647,7949,903050,106715,1,5
1548206252863,48017,13172,38918,23371,4962,8145,404777,438424,1,5
1548206253860,3048,2116,620,697,160,162,108418,6744,1,5
1548206254865,9842,32991,52015,57451,16942,23304,525195,184196,1,5
1548206255901,5081,12024,5252,5476,1996,3187,1429481,8996,1,5
1548206256852,40973,15291,30500,31897,41684,24122,303030,358638,1,5
1548206257835,38403,5966,16005,14882,14395,36258,1086976,221842,1,5
1548206258817,5108,7179,26561,8447,15829,16475,39985,53324,1,5
1548206259822,4381,11247,19277,13745,12006,21029,214440,7587,1,5
1548206260826,22299,10683,28635,35207,8863,21061,230998,102032,1,5
1548206261825,44772,20348,24468,20123,40481,40786,1168354,55298,1,5
1548206262817,11384,10524,12148,8441,6715,9445,365869,135988,1,5
1548206263927,18533,14059,7096,6802,9877,20085,1116615,93947,1,5
1548206264815,8206,14190,4509,20480,6190,8267,652373,169748,1,5
1548206265822,28269,25040,17811,32708,40681,25290,507298,241655,1,5
1548206266805,43947,79159,14692,18158,27646,20627,225413,246205,1,5
1548206267803,3750,2542,4643,7677,3855,2343,226962,39972,1,5
1548206268827,13746,25067,8632,9530,5267,2728,1560919,92826,1,5
1548206269784,4769,3733,6230,2888,4930,4684,139661,15289,1,5
1548206270797,5636,18841,9425,11745,8097,8973,546696,17392,1,5
1548206271895,18414,8765,35007,23930,23782,10385,142219,48967,1,5
1548206272774,42006,52524,14600,21733,9111,13489,997034,272658,1,5
1548206273769,13668,6232,5528,1899,5639,2985,39489,98392,1,5
1548206274792,12708,3936,11476,11989,9020,4724,1288095,42320,1,5
1548206275761,4912,3196,14649,13465,20260,11634,43911,11733,1,5
1548206276765,4728,3536,6969,12617,11824,10700,6898,3947,1,5
1548206277780,28280,21686,28421,17460,7091,22037,16395,15175,1,5
1548206278747,1010,2277,6463,3420,5993,10303,7759,9547,1,5
1548206279903,9525,7764,11870,6199,13626,11958,8308,5555,1,5
1548206280763,16486,59966,14805,4490,14838,18824,241118,165197,1,5
1548206281746,8232,2953,12227,15373,8535,7648,10572,9996,1,5
1548206282731,5403,2646,6261,5656,12836,16102,26762,17652,1,5
1548206283716,9399,11529,14511,3960,4717,19381,30451,35968,1,5
1548206284721,4967,11456,1895,12235,3600,6183,84193,26573,1,5
1548206285722,7345,9145,8304,7498,10695,16574,16982,32329,1,5
1548206286737,5285,6162,7882,4749,13912,10034,20470,27851,1,5
1548206287716,10618,3705,7937,4848,7995,12194,76875,35207,1,5
1548206288727,7918,4698,6319,5418,11925,6725,18762,9427,1,5
1548206289710,1633,4104,19715,10198,5757,6006,8882,11345,1,5
1548206290714,2893,938,7494,3884,5523,6540,12245,6571,1,5
1548206291717,2885,3836,11306,3610,4752,8307,5397,11164,1,5
1548206292684,2607,1923,10728,5240,9383,13372,14165,8566,1,5
1548206293706,15783,10333,16854,12240,11753,19214,9095,11035,1,5
1548206294711,4162,1511,4357,3485,1908,1061,70666,68228,1,5
1548206295697,3151,9148,11103,16072,4454,12740,260485,40317,1,5
1548206296675,1478,2147,4188,2588,591,1659,113403,3886,1,5
1548206297693,3648,9972,6194,7292,5758,6945,91238,24343,1,5
1548206298671,4384,2650,11125,3330,6923,11025,40523,55332,1,5
1548206299682,12349,17502,14861,13067,9974,12189,77224,32635,1,5
1548206300651,15590,25201,9571,14920,7351,17546,151737,107661,1,5
1548206301669,29778,5223,6302,14990,734,3705,1069921,127000,1,5
1548206302666,30231,17606,26936,31547,1975,5144,2662657,590174,1,5
1548206303655,1672,11208,5365,4414,1294,922,342612,17270,1,5
1548206304659,2374,2396,2257,7429,7525,2398,36521,17811,1,5
1548206305648,6601,5265,2749,9335,2213,5975,19509,9601,1,5
1548206306628,10311,4179,5432,4039,2668,1884,98861,28648,1,5
1548206307629,4434,4536,4121,3600,1598,3280,78804,9144,1,5
1548206308644,11366,4928,8285,9525,1340,2238,58473,90109,1,5
1548206309623,2159,2029,3279,1899,2930,2444,18260,10969,1,5
